"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene9859",4.48870227648559,2.31393252926946,1.60193186933829,1.44446375876477,0.148608567038937,NA
"LONRF3",5.55306868990986,-2.31212947774343,1.63915288670715,-1.41056364936659,0.158373316335305,NA
"gene13566",0.810077790017619,-2.30981641090267,4.35712624079863,-0.530123820896982,0.596026084190427,NA
"gene439",1.03975449139539,2.30974724857734,3.2801794118646,0.704152718056473,0.481337672527504,NA
"gene13552",4.77085544610901,2.30879910260031,1.92699920025389,1.19813184265781,0.230865694091434,NA
"gene1531",8.93485498931842,-2.30725633167307,1.00523143902209,-2.29524887713184,0.0217188655589422,0.220453741257042
"SSD1",25.3734437824546,2.30715579711468,0.922527754559666,2.50090665100468,0.0123875825475539,0.156004996755938
"FER1L6",28.4788273879163,2.30673637199844,1.08585701162373,2.12434634330821,0.0336411931932129,0.264303078856313
"gene12470",42.9734547989863,-2.30671722730745,0.609998298849147,-3.78151419710418,0.000155877330590603,0.00810178863939685
"gene9884",10.2656433717044,-2.30574234223691,1.22282750134709,-1.88558266778991,0.0593512148249185,0.36231371980085
"gene10092",1.87253440370327,-2.3051065016792,2.81254808164922,-0.819579411537572,0.41245591452237,NA
"tat-2",27.0316725274943,-2.30267049808034,0.805148731834203,-2.85993184493335,0.00423732062905852,0.0826953690851899
"gene3529",4.49393660182106,-2.300941328265,1.39629301221753,-1.64789289076993,0.0993746525269969,NA
"gene180",0.673819621829923,-2.30030623507213,4.6520267087803,-0.494473995759849,0.62097146699967,NA
"BCAS2",2.30055076257747,2.29994219270659,3.04451211808727,0.755438672437128,0.449985816618047,NA
"mrp-4",4.14982414084176,-2.29992273466959,1.83627229174179,-1.25249547412601,0.210389376451106,NA
"gene4251",7.00987766083491,2.29863657814149,2.01614122821774,1.14011684596792,0.254237624517041,0.694867722445546
"NUDT3",26.6518619016145,2.29818010598415,1.0271959346061,2.23733372432536,0.0252645366341916,0.234079759875881
"gene5056",12.1680159287579,-2.29703754574503,1.2287811320238,-1.86936264390861,0.0615723781060956,0.368216850030393
"XPO6",13.0305489196988,-2.29637576681823,0.942317642172496,-2.43694446972677,0.0148119537718861,0.174182879452083
"gene9262",0.193304001926061,-2.29632802454286,5.03118061371273,-0.456419318019335,0.648088476820418,NA
"gene4793",0.527516463605949,-2.2962450526261,5.03118061358302,-0.456402826491017,0.648100333601269,NA
"gene7815",3.76750565113339,-2.29618001663903,5.03118061353587,-0.456389899909654,0.648109627383408,NA
"gene11026",35.7212690152422,-2.29548213676038,0.834232135434888,-2.75161077985055,0.00593029581676806,0.0998085107877157
"gene13855",23.1790343784192,2.29368105184145,0.992992533385031,2.309867370324,0.0208954980433822,0.218420462453473
"gene6584",6.89822603027243,-2.29292987175657,1.38909203629497,-1.65066807083017,0.0988063709342095,0.473432993693025
"REV3L",51.4460974125175,2.2924911774107,0.63552150023306,3.60725982766908,0.000309447748106438,0.0130501584804888
"UTP11L",3.30842832691081,2.29184601638289,1.83830362102242,1.24671789261244,0.212500955788514,NA
"CEP152",7.0626532998482,2.29162749292153,1.5943791277514,1.43731654098701,0.150628070934284,0.565086290652236
"gene3155",4.73990295023755,-2.29068814705422,1.70910766969451,-1.34028311245228,0.180153319666451,NA
"gene6843",1.59278749936344,2.28923142865603,2.88581157651357,0.793271274981062,0.427619788880169,NA
"gene12059",2.08468232587818,2.28848536857365,2.26635986127966,1.00976257463433,0.312609054695206,NA
"AXO-2",2.27085914558217,2.28704708242666,2.13351412467831,1.0719624754167,0.283736886898415,NA
"MED12L",20.9959804415417,2.28671720865924,0.830330436565363,2.7539845680211,0.0058874544128082,0.0998085107877157
"gene3608",2.47804039342769,-2.28666019180897,2.15757854464376,-1.05982709064551,0.289223269791352,NA
"gene1640",5.02280606049979,-2.28656328993672,1.55744781415969,-1.46814761249026,0.142064130826043,NA
"gene4144",2.82313805736811,2.28520390792332,1.91021591612887,1.19630660001744,0.231576934134648,NA
"gene3779",0.268981450758827,-2.28463583489953,5.03145271561356,-0.454070814937775,0.64977785846047,NA
"gene2773",16.1345729442079,2.28445436381014,0.939783096240455,2.43083151096137,0.0150642180154233,0.176021069740726
"gene1437",12.623579613329,2.28319404913482,1.06270123532756,2.14848159881085,0.0316755166560072,0.255985618085662
"gene2221",0.707988102765294,2.28201383004285,5.11295256303772,0.446320164700893,0.655365992362249,NA
"CD36",0.629440313568093,2.28199391479265,5.11295353390096,0.446316184894327,0.655368866756358,NA
"gene2703",0.495827870155713,2.28198347369558,5.11295404291074,0.446314098375207,0.655370373735727,NA
"gene5682",0.456194820152388,2.28197928383385,5.11295424717038,0.446313261085164,0.655370978465217,NA
"C8orf82",0.497841836520498,2.28197734718937,5.11295434157983,0.446312874071994,0.655371257984056,NA
"gene11008",2.87793649046612,2.28196942608307,5.11295472779116,0.446311291136525,0.655372401253882,NA
"gene5000",0.638004003155526,2.28196354784542,5.11295501433432,0.446310116448878,0.655373249668611,NA
"gene8812",0.474313372543377,2.28194340603155,5.11295599627307,0.446306091367675,0.655376156775152,NA
"gene7921",0.451019631529321,2.28193697057299,5.11295630998457,0.446304805326974,0.655377085616479,NA
"gene9136",0.575548673855075,2.28192453868695,5.112956916101,0.446302320972241,0.655378879940163,NA
"gene11307",0.253127251728787,2.28191899949176,5.11295718613723,0.446301214036904,0.655379679424173,NA
"KCNK9.2",0.760502887430527,2.28191694191436,5.11295728645558,0.446300802856157,0.655379976399554,NA
