T22_mock vs T22_WNV	T22_mock vs T26_mock	T22_mock vs T26_WNV	T22_mock vs T30_mock	T22_mock vs T30_WNV	T22_WNV vs T26_mock	T22_WNV vs T26_WNV	T22_WNV vs T30_mock	T22_WNV vs T30_WNV	T26_mock vs T26_WNV	T26_mock vs T30_mock	T26_mock vs T30_WNV	T26_WNV vs T30_mock	T26_WNV vs T30_WNV	T30_mock vs T30_WNV
gene839	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8390	0.8555	0.7074636	0.9171178	0.8867311	0.6885554	0.9203875	0.9678269	0.9913999	0.8852017	1	0.8434312	0.98471	0.9714682	0.8688753	1
gene8391	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8392	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8393	NA	0.8866934	0.7107032	0.9669243	0.7242479	0.6550577	0.9603224	0.7623571	NA	1	0.9206908	NA	0.5113488	0.9891508	1
gene8394	0.5047513	0.8301767	0.9471846	0.908967	0.3766987	0.2834032	0.4902412	0.7070544	0.9419973	1	0.6155809	0.0701626	0.7943954	0.3779925	1
gene8395	0.3105489	0.5801177	0.9474092	0.6398387	0.1594919	0.0447211	0.307712	0.794602	0.9319812	1	0.0779542	0.0040309	0.4763284	0.2220256	1
gene8396	NA	0.8436999	NA	0.9348979	NA	0.9314753	NA	NA	NA	1	0.9175931	NA	NA	NA	1
gene8397	NA	0.8554994	NA	NA	NA	0.8577859	NA	NA	NA	1	0.8945128	NA	NA	NA	1
gene8398	0.8916609	0.9309852	0.9627402	0.4139732	0.8136864	0.9839115	0.8794998	0.2839714	0.6392185	1	0.2704576	0.5677476	0.4623887	0.9010435	1
gene8399	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene840	NA	0.9144842	0.8227674	0.9860564	NA	0.8372286	0.906657	NA	NA	1	0.8878432	NA	0.724286	0.9986031	1
gene8400	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8402	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8405	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8406	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8408	NA	0.9882316	0.7029225	0.6328188	NA	0.8417016	0.4600466	NA	NA	1	0.6697595	NA	0.9694362	NA	1
gene8409	NA	0.9440104	NA	NA	NA	0.9825175	NA	NA	NA	1	0.9746401	NA	NA	NA	1
gene841	NA	0.792204	0.9399433	0.7769129	0.983494	0.7685727	0.9820643	0.8882352	NA	1	0.3736137	NA	0.8554578	0.9648924	1
gene8410	NA	0.8100285	0.7127682	0.9721614	0.9911644	0.8635679	0.7245828	0.9808789	NA	1	0.7071464	NA	0.6460119	0.7188281	1
gene8411	0.9870017	0.7623807	0.9827058	0.8952709	0.8562495	0.8273302	0.9971773	0.9045309	0.8193993	1	0.4918202	0.3640668	0.8298868	0.867211	1
gene8412	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8413	NA	0.9307476	NA	0.7000568	NA	0.8598679	NA	NA	NA	1	0.8528437	NA	NA	NA	1
gene8414	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8416	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8417	0.8960258	0.7687562	0.9693405	0.3464252	0.3766987	0.6362518	0.9336194	0.7028548	0.6392185	1	0.065739	0.0452637	0.387001	0.5393466	1
gene8418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8419	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene842	NA	0.9675964	NA	NA	NA	0.9909876	NA	NA	NA	1	0.9083565	NA	NA	NA	1
gene8420	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8423	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8424	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8425	0.6148748	0.8084023	0.9155148	0.3339585	0.8164803	0.9351934	0.8304425	0.0503039	0.3252296	1	0.0814681	0.3640668	0.1792155	0.6894194	1
gene8426	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.6082171	NA	NA	NA	1
gene8427	NA	0.7800936	0.8320243	0.5984528	0.6563934	0.9034793	0.8437429	0.9628027	NA	1	0.9599471	NA	0.8567838	0.9331813	1
gene8428	0.9553187	0.4156417	0.9690781	0.7023752	0.8009574	0.5717399	0.9242462	0.6547205	NA	1	0.0435319	NA	0.7174696	0.889043	1
gene8429	0.5257359	0.9506249	0.5533208	0.9753365	0.8524334	0.725724	0.9971773	0.6019462	NA	1	0.9749343	0.9253581	0.4586061	0.7853209	1
gene843	NA	0.9465488	0.97127	0.7958503	0.8126348	0.8824981	0.9183248	0.9498912	NA	1	0.6723368	NA	0.701889	0.7892091	1
gene8430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8431	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.6887164	NA	NA	NA	1
gene8432	0.4866909	0.8866934	0.9830932	0.1439192	0.907195	0.3567631	0.6070968	0.8893874	0.6412165	1	0.0482553	0.6762665	0.1715097	0.9502298	1
gene8433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8434	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8435	NA	0.5001588	0.7700871	0.8844006	0.7801615	0.7530192	0.9292665	0.9981495	NA	1	0.6350544	NA	0.8748309	0.9891508	1
gene8436	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8437	0.5135303	0.7114848	0.9064179	0.4097801	0.0077873	0.9351934	0.7776142	0.9981495	0.3252296	1	0.9066246	0.0845038	0.5905804	0.0789848	1
gene8438	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8439	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene844	NA	0.7010286	NA	NA	NA	0.9013581	NA	NA	NA	1	0.9337709	NA	NA	NA	1
gene8440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8441	0.8204818	0.9507393	0.5294515	0.7143349	0.5232772	0.926239	0.3001553	0.4536656	0.2945528	1	0.6013332	0.3146307	0.8131876	0.9891508	1
gene8442	0.0730096	0.6135027	0.7734678	0.5478018	0.7592457	0.0055964	0.0375327	0.4717237	0.3053314	1	0.0598573	0.0996583	0.1670966	0.4762726	1
gene8443	0.420382	0.6334439	0.9038728	0.2003766	0.0990609	0.9351934	0.3477345	0.9749336	NA	1	0.8205261	NA	0.110563	0.1226315	1
gene8444	NA	0.9665139	0.7478655	0.9798905	0.8958271	0.9825175	0.6618402	0.9808789	NA	1	0.9884684	NA	0.5934117	0.5853246	1
gene8445	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8446	NA	0.6659945	0.8320243	0.9034609	0.8736594	0.6952454	0.0733238	0.2493995	NA	1	0.7774663	NA	0.5874251	0.6482824	1
gene8447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8448	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8449	NA	0.9882316	0.8849453	0.6398387	0.5624108	0.9825175	0.9306567	0.770508	NA	1	0.6234949	NA	0.8233735	0.8211109	1
gene845	NA	0.6434371	0.8752989	0.8822622	NA	0.737953	NA	NA	NA	1	0.7851017	NA	NA	NA	1
gene8450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8451	NA	0.9440104	0.8036261	0.5554802	NA	0.8777208	0.7356986	NA	NA	1	0.4280884	NA	0.2414154	0.3689066	1
gene8452	NA	0.9908405	0.8260529	0.356168	0.3117364	0.9380767	0.7683125	0.2873216	NA	1	0.406927	NA	0.6777136	0.6728726	1
gene8453	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8455	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8456	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8457	NA	0.7477182	0.8589054	0.0621955	NA	0.9839883	0.9064801	NA	NA	1	0.3853913	NA	0.1862295	NA	1
gene8458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8459	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene846	NA	0.7595251	0.817163	0.9482195	0.9913331	0.7959022	0.8509429	0.9808789	NA	1	0.812187	NA	0.8380219	0.8375194	1
gene8460	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8462	NA	0.9169438	0.9690781	0.9165755	NA	0.9599204	0.9971773	NA	NA	1	0.9972684	NA	0.9477189	NA	1
gene8463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8464	NA	0.6293979	0.7006437	0.9633962	0.7156936	0.9174343	0.9478243	0.8790329	NA	1	0.6109618	NA	0.6512075	0.9850051	1
gene8465	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8466	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8467	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8469	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8470	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8471	NA	0.5637262	0.0942934	0.357931	NA	0.6691652	NA	NA	NA	1	0.9777977	NA	NA	NA	1
gene8472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8474	NA	0.9581716	0.767968	0.9580269	NA	0.8100382	0.5567963	NA	NA	1	0.9154353	NA	0.5814812	NA	1
gene8475	NA	0.905264	NA	NA	NA	0.7765617	NA	NA	NA	1	0.9853759	NA	NA	NA	1
gene8476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8477	0.6148748	0.7970683	0.6356294	0.1710634	0.7605917	0.3482873	0.2055443	0.8275375	0.8852017	1	0.026882	0.2728934	0.0083418	0.313952	1
gene8478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8479	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8480	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8481	NA	0.8524866	NA	NA	NA	0.7823396	NA	NA	NA	1	0.8815189	NA	NA	NA	1
gene8482	0.7194572	0.5532905	0.8716136	0.6465733	0.7592457	0.2054311	0.5818134	0.2632273	NA	1	0.8985506	0.8258407	0.8444026	0.9537367	1
gene8483	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8484	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.8429005	NA	NA	NA	1
gene8485	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8487	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8488	NA	0.9440104	0.9706707	0.8182911	0.750961	0.9593366	0.988099	0.8694333	NA	1	0.9175931	NA	0.8131876	0.8144215	1
gene8489	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9194045	NA	NA	NA	1
gene849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8490	NA	0.4649733	0.8392856	0.3305957	0.3450518	0.9909876	0.7501803	NA	NA	1	0.9986826	NA	0.6140311	0.6728726	1
gene8491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8494	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8496	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8498	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8499	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene85	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene850	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8500	NA	0.8516263	NA	NA	NA	0.9978178	NA	NA	NA	1	1	NA	NA	NA	1
gene8501	NA	0.9469409	0.9373536	0.9549242	NA	0.9839883	NA	NA	NA	1	0.8792835	NA	NA	NA	1
gene8502	NA	0.8301767	0.9628207	0.8972526	NA	0.5563775	NA	NA	NA	1	0.5829639	NA	NA	NA	1
gene8503	NA	0.4092578	0.832534	0.8696577	NA	0.9484339	NA	NA	NA	1	0.5000989	NA	NA	NA	1
gene8504	NA	0.6661664	0.9124976	0.9426613	NA	0.9825175	NA	NA	NA	1	0.7034049	NA	NA	NA	1
gene8505	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8506	0.0143401	0.8396857	0.817163	0.0739667	0.4939397	0.0055964	0.0054282	0.7623571	0.2945528	1	0.0122853	0.1311595	0.0084345	0.2795869	1
gene8507	NA	0.8968883	NA	NA	NA	0.6483221	NA	NA	NA	1	0.600485	NA	NA	NA	1
gene8508	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8509	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene851	0.8098516	0.4586482	0.5103095	0.7290783	0.5989245	0.7996744	0.8364951	0.9899646	NA	1	0.7724886	NA	0.7664805	0.9421896	1
gene8510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8512	0.4414704	0.6135027	0.2483356	0.7822013	0.5284168	0.954661	0.892495	0.7952639	0.9278268	1	0.8453876	0.9937561	0.3722384	0.7538551	1
gene8513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8515	NA	0.9743504	0.8946026	0.9752432	NA	0.983214	0.9182019	NA	NA	1	0.9550597	NA	0.8994705	NA	1
gene8516	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8517	NA	0.5107236	NA	0.3286173	NA	0.9230845	NA	NA	NA	1	0.9892755	NA	NA	NA	1
gene8518	NA	0.9743504	NA	0.8645815	NA	0.7530192	NA	NA	NA	1	0.8167341	NA	NA	NA	1
gene8519	0.8480237	0.7033039	0.9848106	0.9008426	0.8977169	0.4836139	0.8933018	0.7403359	NA	1	0.8149873	NA	0.8567838	0.9187798	1
gene852	NA	0.8436999	0.8392856	0.9984336	NA	0.1442932	NA	NA	NA	1	0.8183082	NA	NA	NA	1
gene8520	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8524	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8525	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8526	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8527	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8529	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene853	NA	0.357729	NA	NA	NA	0.9839883	NA	NA	NA	1	0.8942049	NA	NA	NA	1
gene8530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8532	NA	0.4273095	NA	NA	NA	0.3954692	NA	NA	NA	1	0.4230466	NA	NA	NA	1
gene8533	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8534	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8535	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8536	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene854	0.2604092	0.9342394	0.3197696	0.0040858	0.1088786	0.4892308	0.9971773	0.5391335	NA	1	0.0149585	0.1378851	0.4315982	0.9395148	1
gene8540	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8547	0.6531547	0.7998432	0.8674489	0.1843479	0.7610033	0.9540746	0.4887253	0.0203169	NA	1	0.0317251	0.2807895	0.4135485	0.9600958	1
gene8548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene855	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8552	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8553	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8554	0.9943781	0.9202942	0.6026583	0.9752432	0.8776443	0.9314753	0.6839546	0.9918279	NA	1	0.8750733	0.983628	0.5311092	0.4178158	1
gene8555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8557	NA	0.641629	NA	NA	NA	0.3892302	NA	NA	NA	0.9849454	0.9609522	NA	NA	NA	1
gene8558	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9681151	NA	NA	NA	1
gene8559	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene856	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8560	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8562	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8563	NA	0.6360852	0.9155148	0.9064877	0.8779649	0.7982127	0.8533959	0.9954291	NA	1	0.7350877	NA	0.7201457	0.780188	1
gene8564	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8565	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8567	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8568	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8570	NA	0.9358922	0.9534132	0.502611	0.8345226	0.814936	0.8437429	0.8291455	NA	1	0.3487072	NA	0.3452904	0.7853209	1
gene8571	NA	0.905069	0.6237497	0.6762061	NA	0.9825175	0.8819186	NA	NA	1	0.862492	NA	0.9314681	NA	1
gene8572	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8574	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8575	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8576	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8577	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.793213	NA	NA	NA	1
gene8578	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8579	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene858	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8580	NA	0.9009951	0.7031412	0.6249412	NA	0.9476861	NA	NA	NA	1	0.8369651	NA	NA	NA	1
gene8581	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8583	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8584	NA	0.7281028	0.9399433	0.683311	NA	0.8746693	0.6119075	NA	NA	1	0.9943816	NA	0.7686082	0.6138814	1
gene8585	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8588	NA	0.9665139	NA	NA	NA	0.9305278	NA	NA	NA	1	0.909976	NA	NA	NA	1
gene8589	NA	0.8968883	NA	NA	NA	0.9351934	NA	NA	NA	1	0.8738079	NA	NA	NA	1
gene859	NA	0.9752615	NA	NA	NA	0.9845581	NA	NA	NA	1	0.9453452	NA	NA	NA	1
gene8590	NA	0.9665139	0.8718635	0.6061536	0.794874	0.8061365	0.6666821	0.9452866	NA	1	0.5187366	NA	0.2929003	0.6157931	1
gene8591	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8592	NA	0.2160538	0.8448102	0.3272656	NA	0.0642001	NA	NA	NA	1	0.7177667	NA	NA	NA	1
gene8593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8597	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8598	0.9043588	0.9358922	0.9111527	0.5681232	0.922633	0.8435068	0.9971773	0.8468459	NA	1	0.4179772	NA	0.723344	0.9906461	1
gene8599	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene86	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene860	0.3088159	0.4092578	0.978027	0.1201182	0.0650988	0.9873867	0.345636	0.9808789	0.7814996	1	0.9250408	0.7026417	0.0972269	0.0992288	1
gene8600	NA	0.4447809	NA	NA	NA	0.9714635	NA	NA	NA	1	1	NA	NA	NA	1
gene8601	NA	0.7997005	NA	1	NA	0.9087778	NA	NA	NA	1	0.6483039	NA	NA	NA	1
gene8602	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.8854741	NA	NA	NA	1
gene8603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8604	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8605	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene8606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene8607	0.500583	0.7922513	0.6356294	0.3624501	0.5989245	0.8786277	0.9493276	0.9954291	0.9278268	1	0.8132412	0.9171535	0.9019714	0.9986031	1
gene8608	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
