T22_mock vs T22_WNV	T22_mock vs T26_mock	T22_mock vs T26_WNV	T22_mock vs T30_mock	T22_mock vs T30_WNV	T22_WNV vs T26_mock	T22_WNV vs T26_WNV	T22_WNV vs T30_mock	T22_WNV vs T30_WNV	T26_mock vs T26_WNV	T26_mock vs T30_mock	T26_mock vs T30_WNV	T26_WNV vs T30_mock	T26_WNV vs T30_WNV	T30_mock vs T30_WNV
gene11319	NA	0.0791161171074178	0.739338816490233	0.898142061424049	0.684873126095276	0.14501174731705	0.945578243704777	0.69402577979711	NA	1	0.00274747440758339	NA	0.418757758842502	0.998415726311388	1
gene11373	0.0494432110700688	0.184781364216073	0.48961731228212	0.0512154201364158	0.109360329429404	0.935193421362631	0.624320516276181	0.950696608369375	0.828560600457253	1	1	0.949931252072433	0.595473581355094	0.789209122523477	1
gene11387	0.665286958697036	0.28201713413785	0.832024346788648	0.720738972127388	0.816480286561677	0.0428243276803257	0.46056411509599	0.980878870212531	NA	1	0.0147529772174359	NA	0.362796810235897	0.606797320716542	1
gene11403	NA	0.422719134835396	0.044478443593259	0.609039612388978	NA	0.413685351238436	0.0394736863094665	NA	NA	1	0.820947455081372	NA	0.0642111797803895	0.13112287364472	1
gene11481	NA	0.184781364216073	0.0499108367402664	0.473432993693023	NA	0.724982622135891	0.49162302490005	NA	NA	1	0.449606132510736	NA	0.180051814142916	0.623602602887588	1
gene11534	0.965654605836681	0.830716921747112	0.984598832923781	0.00339964075667642	0.619565139129151	0.798186437325608	0.954533874514146	0.0203521184687356	0.725297448781973	1	0.000236910104386353	0.194359207548779	0.00363193914998842	0.648282416790481	1
gene11546	0.486690934517958	0.458648170455864	0.645035942881208	0.731659155727713	0.980618572918554	0.983961517770996	0.941974192108411	0.134174365948967	0.539438775946448	1	0.0715717299755069	0.331574019761027	0.175191278533944	0.678773257580159	1
gene1158	0.425925153087219	0.443634653057386	0.0321818173901718	0.208666768265653	0.0990608993376771	0.989402760960153	0.488725331436575	0.970392313218194	NA	1	0.955059736177786	NA	0.416803324533702	0.786943271570705	1
gene11641	0.742334637449896	0.230755744968348	0.169498969784782	0.18424314346026	0.750961000654214	0.578709138338711	0.476221719171203	0.0454986458197441	0.404698656122265	1	0.00010766508083975	0.00899962521539927	0.000188963859697299	0.0608901975223262	1
gene11651	NA	0.751495582953784	0.290592783517963	0.856087930703543	0.671558479218767	0.975953518231082	0.590489257750471	0.588182646545888	NA	1	0.415581450417561	NA	0.0556892096760344	0.634523237302774	1
gene11674	0.0210431520419089	0.645730414918701	0.297069726291425	0.0514931235637459	0.255097242199148	0.348016169499242	0.690027263525916	0.858876734448598	0.57241035484483	1	0.496330535030028	0.768777080921673	0.817523474145616	0.989150810453951	1
gene11676	0.545753915542876	0.836597569013989	0.773467788721333	0.5078059841666	0.45706139857018	0.346069383098481	0.282835658500198	0.0666620921368239	0.106345891869707	1	0.837963593572294	0.760371477198025	0.875153032525584	0.896900417730974	1
gene11734	NA	0.956927527744721	0.792112752358979	0.295135817525496	0.834522576397135	0.966656594585001	0.932139043013383	0.200760820483212	NA	1	0.237146699737196	NA	0.076944908436518	0.58401539958917	1
gene11775	0.441470412922538	0.378890890502336	0.606587811178916	0.0970567111386794	0.10211205521059	0.950818346056753	0.937849797445653	0.869433305803626	NA	1	0.923589138038642	0.895449161942945	0.611237755864189	0.672872567478616	1
gene1184	0.0732423172839579	0.409257755600587	0.29059103182069	0.0188941036093688	0.272567114214913	0.803532897347463	0.893572157996544	0.991621528528397	0.739258278405811	1	0.668859095608	0.989678068546063	0.767870294261731	0.957774797653118	1
gene11845	NA	0.397829482173448	0.937353637238264	0.956995369369039	0.919673901039467	0.00872303499692003	0.221101619123782	0.267316672672926	NA	1	0.179660509191606	NA	0.843381013126396	0.998328335807006	1
gene11854	NA	0.230755744968348	NA	NA	NA	0.0762310344037742	NA	NA	NA	1	0.0988582796224282	NA	NA	NA	1
gene11881	NA	0.63608523974281	0.866875027422548	0.174182879452081	0.523373263119485	0.426151289246814	0.727664909600824	0.079617005475277	NA	1	0.781347508240381	NA	0.413548455274582	0.822395348266127	1
gene11899	0.128807753509471	0.733262985973941	0.9128499869888	0.45697626772853	0.272101820779466	0.0348558374862775	0.341770820073769	0.717962621954801	0.839604901131977	1	0.0904568671893285	0.0262869291256239	0.621641242777423	0.558465561782644	1
gene12020	NA	0.774289065690876	0.844810187113959	0.236521603428655	NA	0.84496022276355	0.844677127609323	NA	NA	1	0.0376696485605383	NA	0.545520864597193	NA	1
gene12107	0.638473306852958	0.510723620637867	0.750269124831277	0.2441001571002	0.31173635208054	0.134957194473269	0.308769833281586	0.0340461718858358	NA	1	0.951991642707996	0.942051256874235	0.696321771984427	0.789209122523477	1
gene12123	0.0723626780954493	0.638322159998833	0.786353822188055	0.293755397729093	0.22236943499261	0.573460740406804	0.358364479346174	0.712604858870733	0.764649817153081	1	0.890552623657519	0.760371477198025	0.668780475489198	0.648282416790481	1
gene12143	0.39700814666049	0.950739305377442	0.811731903962164	0.706843261094438	0.87764433928872	0.607458134196555	0.800380933747758	0.081574025757954	0.615338850389135	1	0.595356109372013	0.942051256874235	0.30123415984407	0.95950215202613	1
gene12174	0.708263079254998	0.613502715901145	0.457501554345832	0.720653764033741	0.582705613354086	0.235526672411337	0.130632422964188	0.989964601310894	0.238422056518187	1	0.122300777296323	0.983627977745309	0.0426360203845591	0.916221516613148	1
gene12179	NA	0.85344890246497	0.351668203496482	0.00517262813813995	0.108878617887371	0.132023266038323	0.583729603158536	NA	NA	1	0.0325885230430806	NA	0.432602391593534	0.953736708956376	1
gene12180	0.351985128569494	0.692359748722191	0.747865532849623	0.683311042417702	0.977953834139413	0.870637732254538	0.822838733000816	0.0606896025570094	0.417094645960639	1	0.177805456206467	0.599900912013043	0.204898122471711	0.78485737443438	1
gene12196	0.883406196046787	0.464078699133223	0.396117071312477	0.0826953690851893	0.0242796418060641	0.723328194188528	0.633977796781109	0.283971369616416	NA	1	0.787129374021486	NA	0.825587235346527	0.648282416790481	1
gene12200	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.0666552821363267	NA	NA	NA	1
gene12372	0.864328932803041	0.310038105209418	0.398647002538601	0.958177658815925	0.85505808551724	0.556377518805156	0.672620650655989	0.840203119304557	0.996512678516387	1	0.0988582796224282	0.314630717421654	0.169350531851562	0.615793066695622	1
gene12377	NA	0.332494089288835	0.487051416044989	0.078198307524857	0.192184154359375	0.990387132263002	0.931801042718373	0.954575916792722	NA	1	0.94336109253216	NA	0.754720640660079	0.929111592849076	1
gene12380	0.0611058493037113	0.417090670029196	0.807846956411643	0.0117562386621589	0.0922913092933699	0.733701695213622	0.324474487297572	0.983004057546293	0.918621619180435	1	0.513784861481636	0.735243187125032	0.104946681251385	0.438480395897229	1
gene12381	0.0776721114716742	0.914147975360904	0.969340509191136	0.128031992995564	0.394692627514809	0.243292444083654	0.159683398635761	0.897683674179681	0.641216491146772	1	0.304052302485978	0.51529789441375	0.169705280319509	0.558465561782644	1
gene12386	NA	0.524468149638684	0.18062655255675	0.0911374467720087	0.112635748809105	0.837662208355647	0.421930459659824	0.405389498342004	NA	1	0.742576612916787	NA	0.967049972615523	0.989150810453951	1
gene12433	NA	0.843699934981673	0.615292058178433	0.71243614280399	0.889759217539323	0.710087618439348	0.0733237966979481	0.759503561997755	NA	1	0.95752342654265	NA	0.13266831326738	0.4572598271281	1
gene12440	0.749281836746915	0.239652086318628	0.100019043526729	0.53063658364486	0.0990608993376771	0.607458134196555	0.347338865153392	0.945235179086832	NA	1	0.636207556203037	NA	0.309732160566063	0.897647978873083	1
gene12446	NA	0.236152573261202	NA	NA	NA	0.669721274665709	NA	NA	NA	1	0.0317544033717866	NA	NA	NA	1
gene12470	0.721995289236075	0.988231591771647	0.767968020197998	0.00810178863939694	0.159491933729505	0.776110624823754	0.99717730875732	0.176979889792804	0.596947072936729	1	0.00933779317541759	0.089970400752659	0.123334402560683	0.629249440060254	1
gene12526	NA	0.299789528330468	0.283475942942631	0.957809007683093	0.841013223175226	0.165567224445177	0.183875043270169	0.980878870212531	NA	1	0.0992380998878451	NA	0.111064071425221	0.508310445259397	1
gene12538	0.995303431295605	0.738729179311202	0.071140411547227	0.487654788912741	0.722625207463536	0.776561692548516	0.0901430020631836	0.570895824355348	NA	1	0.925040849320124	NA	0.300610150091566	0.294262060398215	1
gene12664	NA	0.642943162335943	0.839285643499632	0.204725907000727	0.615575222985185	0.120875581601993	0.293679347903838	0.947738919737586	NA	1	0.0100768419494061	NA	0.0501987073068033	0.417815841091243	1
gene12665	0.0012417787931169	0.989595952422931	0.929282950431265	0.00283795383395041	0.0990608993376771	0.00400902442069448	0.00137751991534851	0.753138575620156	NA	1	0.00309552098852976	NA	0.000692611422666281	0.0992288450137541	1
gene12674	0.755108901593343	0.882110193060837	0.77008708194976	0.22045374125704	0.750961000654214	0.637993822567383	0.990026501817481	0.0606896025570094	0.404698656122265	1	0.497121499827232	0.925358108972789	0.0361767095406237	0.4572598271281	1
gene12688	0.915739893588511	0.645730414918701	0.818625591586076	0.881314765735868	0.235894804849236	0.835758176293195	0.727664909600824	0.787451489476468	NA	1	0.326654396038792	0.0108671041894855	0.940954550756393	0.623602602887588	1
gene12741	NA	0.319863171088796	NA	NA	NA	0.0699069717185072	NA	NA	NA	1	0.107863329522784	NA	NA	NA	1
gene12771	0.451695366000404	0.309249251291098	0.0499108367402664	5.57571831378758e-05	0.000115513541930711	0.901225975641066	0.560521287872767	0.0397988403093287	0.0915164364895967	1	0.0848704351576926	0.0579087893077836	0.401126501834959	0.548984503397587	1
gene12775	0.425925153087219	0.786128792749248	0.465197008925655	0.806483955180982	0.887243339651567	0.856293055545773	0.970867766373343	0.133303561167686	NA	1	0.385391317416133	NA	0.0886209166254626	0.615793066695622	1
gene12814	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.0742734344635373	NA	NA	NA	1
gene12818	0.864328932803041	0.963006683018254	0.865834511563296	0.0022627660716239	0.0990608993376771	0.936778730219437	0.73198404713354	0.00127146187872403	0.0915164364895967	1	0.00102067359862089	0.0400930806854325	0.0163525468884768	0.377992487100926	1
gene12834	NA	0.931583896741598	0.466628761917743	0.835140029126023	NA	0.252991911277713	0.0394736863094665	NA	NA	1	0.940207705384173	NA	0.591780308305938	NA	1
gene12867	NA	0.48239993637535	NA	NA	NA	0.639510080087212	NA	NA	NA	1	0.0437317779761342	NA	NA	NA	1
gene12870	NA	0.988231591771647	0.955612183328777	0.122572910683813	0.602063412439167	0.551986676849423	0.419014543942113	NA	NA	1	0.15177399063026	NA	0.0768073104935153	0.577665758271929	1
gene12963	NA	0.747718197618516	0.372862015774917	0.0339714714410725	0.108878617887371	0.982517535792108	0.714701809232444	0.252670767901015	NA	1	0.26878962798047	NA	0.673195158252914	0.910923425259339	1
gene12971	0.882940374377736	0.638322159998833	0.883647484113509	0.0069783623397565	0.376698696486361	0.857639042411421	0.99717730875732	0.0701821574691977	0.641216491146772	1	0.212162186207624	0.90924740471381	0.0367712533091768	0.661641760166489	1
gene12973	NA	0.386589861128495	0.157737821189548	0.197037522029845	0.0235755568232629	0.704470933585944	0.368650817008759	0.612356251939141	NA	1	0.998543421146333	NA	0.735408566688615	0.956957491046713	1
gene13047	NA	0.953691369671726	0.703127364434614	0.200733084470291	NA	0.0982565211295829	NA	NA	NA	1	0.313535160265423	NA	NA	NA	1
gene13059	NA	0.937528453283181	0.925941801082904	0.0925971851364055	0.449387213306852	0.901225975641066	0.906657035699969	0.0188315098449919	NA	1	0.0510097687920702	NA	0.0578749237934238	0.448605943398709	1
gene1306	NA	0.888440348388999	0.510309504576738	0.06401837318498	0.728704995018157	0.917434300142433	0.892767137779117	0.506582971217346	NA	1	0.209846442769961	NA	0.701970335730509	0.844845881473004	1
gene13079	NA	0.56091851435575	NA	0.00413410796276345	NA	0.982517535792108	NA	NA	NA	1	0.1679175213484	NA	NA	NA	1
gene13133	0.813179135470007	0.83263458927209	0.901199307778416	0.00543413793657	0.159491933729505	0.612305546355025	0.714701809232444	0.00160609071028841	0.0970993250695496	1	0.0544304176530862	0.364066763028686	0.0270816230987094	0.45090717310042	1
gene13142	NA	0.981368581725122	0.871863527237483	0.981778120158812	0.993816458587144	0.219101381746079	0.0901430020631836	0.0939729814193001	NA	1	0.973930794439268	NA	0.849707776922208	0.879797776629438	1
gene13151	0.911659361460767	0.417090670029196	0.889473436822825	0.065832732378797	0.716256889389166	0.283403190367983	0.81056639831721	0.249399525872706	NA	1	0.000251407874428286	0.0379779368707088	0.0244470447261693	0.585410143562693	1
gene13153	NA	0.851626290976562	0.223984480091879	0.918777074587388	NA	0.94222876431354	0.292271144257279	NA	NA	1	0.688617531414751	NA	0.045511362076182	NA	1
gene13201	0.625305973961628	0.182377602340088	0.826112055019968	0.900842582075813	0.897348440568919	0.607458134196555	0.906480101450964	0.447555343738495	0.768295299401022	1	0.0149584636167236	0.089970400752659	0.573183841879728	0.958339173918118	1
gene13230	NA	0.63608523974281	0.754247676015168	0.334457881221966	0.0523033610416012	0.431894302886057	0.307711955100008	0.486786173324997	NA	1	0.929302253256514	NA	0.787816664609707	0.417815841091243	1
gene13262	NA	0.197932291877664	0.107367222995136	0.63095832852402	NA	0.0816595926218157	0.0518921121751302	NA	NA	1	0.379303859312225	NA	0.203132038603785	NA	1
gene13289	NA	0.75952512392161	0.526352587719736	0.640992898111398	0.159491933729505	0.984455281948682	0.284154108638932	0.980878870212531	NA	1	0.987034054299068	NA	0.107862647074682	0.078984845542584	1
