"","22_mock_A_S4HSCounts.txt","22_mock_B_S5HSCounts.txt","22_mock_C_S6HSCounts.txt","22_WNV_B_S2HSCounts.txt","22_WNV_C_S3HSCounts.txt","26_mock_A_S10HSCounts.txt","26_mock_B_S11HSCounts.txt","26_mock_C_S12HSCounts.txt","26_WNV_A_S7HSCounts.txt","26_WNV_B_S8HSCounts.txt","26_WNV_C_S9HSCounts.txt","30_mock_A_S16HSCounts.txt","30_mock_B_S17HSCounts.txt","30_mock_C_S18HSCounts.txt","30_WNV_A_S13HSCounts.txt","30_WNV_B_S14HSCounts.txt","30_WNV_C_S15HSCounts.txt"
"gene13797",5,0,0,0,0,0,5,0,0,0,0,0,0,8,8,0,1
"gene13798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene138",0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0
"gene1380",6,0,0,22,30,2,4,0,1,2,5,15,9,11,20,14,7
"gene13800",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13803",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"gene13804",0,0,0,0,0,0,0,0,1,0,0,1,10,0,0,2,2
"gene13805",13,9,0,35,27,17,0,0,3,0,5,2,5,54,15,17,12
"gene13806",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7
"gene13807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13808",1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"gene13809",5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
"gene1381",10,3,0,35,24,3,12,0,1,0,2,9,16,31,12,8,19
"gene13810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13811",0,6,0,1,0,1,0,0,0,0,0,0,0,0,5,5,0
"gene13812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13813",71,53,1,74,41,36,21,12,18,6,6,67,33,148,90,24,21
"gene13814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13816",4,3,0,3,20,0,0,0,0,0,0,0,0,6,2,0,0
"gene13817",0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,3,0
"gene13818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13819",1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1382",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13820",19,29,0,46,35,21,7,0,11,1,13,35,30,63,71,21,45
"gene13821",2,0,0,0,0,9,5,0,3,0,0,0,0,17,4,0,0
"gene13822",1,0,6,9,0,5,0,0,2,0,3,8,6,0,0,1,0
"gene13823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13824",0,11,0,6,0,4,0,0,5,0,0,0,8,10,8,0,3
"gene13825",1,0,0,3,0,0,0,0,0,0,0,0,10,0,5,0,0
"gene13826",0,9,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0
"gene13827",1,3,6,0,3,11,0,0,0,0,0,0,0,6,0,8,0
"gene13828",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"gene13829",36,44,5,58,72,13,32,0,12,0,0,75,28,193,74,45,49
"gene1383",0,9,0,5,6,16,0,0,2,0,0,3,7,1,20,0,0
"gene13830",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"gene13831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13832",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0
"gene13833",4,0,0,9,11,6,0,0,0,0,2,4,5,7,10,1,11
"gene13834",3,15,0,14,6,0,6,0,0,0,3,10,0,3,13,13,10
"gene13835",0,0,0,0,0,2,0,0,0,0,0,11,0,9,6,0,0
"gene13836",0,1,0,0,0,6,0,0,0,0,0,9,0,22,11,0,3
"gene13837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13839",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1384",6,11,0,8,7,18,22,0,6,0,0,0,8,38,14,0,0
"gene13840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13841",0,24,0,3,2,10,5,0,7,0,2,0,0,28,3,0,2
"gene13842",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"gene13843",1,0,0,0,0,8,0,0,0,0,0,0,0,0,6,19,4
"gene13844",5,0,0,5,12,9,13,0,8,2,7,15,26,20,7,18,13
"gene13845",5,1,0,22,26,2,0,11,3,0,1,13,33,27,15,0,6
"gene13846",35,16,0,90,55,8,0,10,6,0,3,0,27,67,32,17,21
"gene13847",15,0,0,2,5,12,0,7,0,8,0,16,0,20,17,0,23
"gene13848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1385",42,46,7,218,213,18,16,1,3,8,8,72,74,119,106,8,59
"gene13850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13852",1,2,0,13,4,10,3,0,4,0,3,3,2,13,3,4,8
"gene13853",38,55,0,19,36,77,34,0,28,0,12,4,25,75,88,4,43
"gene13854",2,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"gene13855",45,87,8,25,8,95,63,0,17,10,5,4,26,28,72,1,5
"gene13856",1,13,7,0,1,0,0,0,3,2,7,0,0,0,6,0,2
"gene13857",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13858",5,0,0,1,1,9,0,0,2,0,0,0,3,8,0,8,0
"gene13859",0,0,0,0,11,3,24,0,4,0,0,2,0,21,5,16,3
"gene1386",11,21,0,57,63,11,0,18,4,1,7,0,1,50,59,27,42
"gene13860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13863",0,5,0,0,0,6,9,0,0,0,0,0,4,7,0,0,0
"gene13864",21,13,0,6,11,7,23,0,0,0,8,0,17,17,20,7,9
"gene13865",0,1,0,0,0,1,0,7,1,4,0,0,6,0,1,0,0
"gene13866",9,0,0,1,6,0,18,0,3,0,0,0,2,20,33,0,9
"gene13867",15,5,9,11,1,0,0,0,6,0,1,2,2,0,0,4,7
"gene13868",0,0,0,0,0,0,0,0,2,0,0,0,5,0,2,0,0
"gene13869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1387",30,25,0,61,69,79,28,0,15,0,0,15,33,106,74,33,49
"gene13870",0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0
"gene13871",7,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0
"gene13872",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"gene13873",0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2
"gene13874",0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0
"gene13875",0,0,0,2,2,0,8,3,0,0,0,1,15,8,1,0,1
"gene13876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1388",0,5,0,13,14,19,23,4,7,0,12,9,79,19,39,12,18
"gene13880",2,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,5
"gene13881",2,2,0,8,3,1,0,0,1,0,0,0,0,3,5,0,0
"gene13882",0,0,0,0,8,8,8,0,3,0,2,0,5,27,10,13,10
"gene13883",2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13884",0,0,0,5,11,0,0,5,1,0,0,10,7,4,12,9,0
"gene13885",29,15,13,35,15,35,28,0,5,0,1,2,1,65,16,17,29
"gene13886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"gene13887",0,6,0,3,1,0,0,0,0,0,0,3,2,14,11,0,1
"gene13888",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1389",0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0
"gene13890",15,23,0,20,17,7,17,0,1,0,1,18,27,39,3,13,51
"gene13891",2,13,9,3,14,2,0,0,15,0,0,0,7,8,3,2,2
"gene13892",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"gene13893",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
"gene13894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13895",26,0,0,12,8,7,4,2,0,7,0,4,11,12,10,9,0
"gene13896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13897",0,0,1,0,1,6,4,0,0,0,0,0,4,3,6,0,0
"gene13898",10,1,0,0,3,4,0,0,1,0,0,0,7,8,0,15,0
"gene13899",0,0,0,3,1,2,0,0,0,0,0,0,0,7,1,0,0
"gene139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1390",12,19,7,8,8,9,0,14,3,0,0,0,0,18,33,3,6
"gene13900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13903",0,0,0,5,0,12,0,0,2,0,2,0,0,0,0,0,0
"gene13904",0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"gene13905",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"gene13906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"gene13909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1391",4,23,0,8,27,5,0,4,8,0,0,0,22,2,12,12,11
"gene13910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13911",5,0,0,0,0,20,22,0,9,0,0,1,0,38,34,8,4
"gene13912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13913",6,7,0,6,1,7,0,0,2,0,1,0,7,1,16,0,0
"gene13914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13918",0,0,0,2,0,0,0,0,1,0,9,0,0,0,0,0,0
"gene13919",0,3,0,7,0,1,0,0,1,0,2,0,0,6,5,0,0
"gene1392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13922",0,0,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0
"gene13923",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13925",120,85,6,94,81,84,37,10,52,5,25,49,53,127,113,43,65
"gene13926",0,0,0,3,0,5,12,0,0,0,0,0,14,0,0,7,2
"gene13927",0,0,0,0,4,0,0,0,0,0,2,0,0,0,17,0,0
"gene13928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1393",0,10,0,0,4,8,3,0,0,0,0,0,3,0,0,0,7
"gene13930",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13931",0,6,0,0,4,6,0,0,0,0,0,0,0,0,5,0,0
"gene13932",38,49,1,51,60,85,103,9,48,1,26,39,57,112,194,66,93
"gene13933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13934",6,12,6,12,14,14,0,0,16,0,1,0,3,13,20,0,15
"gene13935",271,404,49,275,351,368,202,61,124,18,57,790,379,1886,715,199,511
"gene13936",22,1,0,23,21,24,2,0,7,0,0,79,32,80,15,21,68
"gene13937",3,11,0,4,0,12,0,0,3,0,0,0,0,3,4,3,0
"gene13938",0,0,0,0,0,0,3,0,0,0,2,0,19,6,19,0,5
"gene13939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1394",187,91,17,331,290,59,71,20,50,49,49,395,380,1276,368,136,348
"gene13940",2,3,0,4,8,0,5,0,2,0,0,12,0,13,3,0,8
"gene13941",1,0,0,0,3,0,1,0,0,0,0,0,0,3,0,0,0
"gene13942",1,1,0,4,2,10,0,0,3,6,0,0,9,6,15,0,0
"gene13943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13944",0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
"gene13945",6,21,0,0,3,10,0,0,5,0,0,0,0,3,29,12,5
"gene13946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13947",9,4,0,9,0,24,0,0,8,0,3,7,0,10,5,0,0
"gene13948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13949",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"gene1395",10,19,0,13,3,7,8,6,4,0,4,6,0,11,8,2,4
"gene13950",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"gene13951",0,6,0,0,0,0,11,0,0,0,0,1,5,0,0,0,0
"gene13952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13955",5,0,0,0,4,8,0,0,0,0,0,0,0,2,22,1,6
"gene13956",6,7,6,23,45,22,6,0,13,0,10,0,13,0,5,0,0
"gene13957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13958",5,5,0,1,1,4,5,4,1,0,0,5,0,6,3,10,1
"gene13959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1396",8,13,0,6,10,0,0,0,4,0,0,0,13,24,38,8,21
"gene13960",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13961",38,67,14,55,60,68,38,0,20,19,11,47,26,92,123,32,24
"gene13962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13963",1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,8
"gene13964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"gene13965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13967",0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0
"gene13968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13969",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1397",5,91,11,49,36,64,43,24,12,4,19,17,42,74,40,37,29
"gene13970",10,2,0,1,5,0,4,0,0,0,0,0,8,15,19,8,9
"gene13971",14,9,0,4,9,7,0,0,3,0,1,3,17,19,16,0,4
"gene13972",0,11,0,13,10,15,15,0,15,3,1,13,25,0,20,3,0
"gene13973",13,47,2,45,26,17,13,7,17,0,13,95,27,223,91,56,51
"gene13974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13975",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"gene13976",3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,7
"gene13977",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"gene13978",4,2,0,10,8,6,5,5,1,0,0,0,59,48,24,2,10
"gene13979",4,24,0,6,5,31,0,0,7,0,1,5,10,0,26,5,0
"gene1398",28,67,15,47,38,23,2,0,10,6,2,8,65,35,12,31,21
"gene13980",0,4,0,0,9,0,5,0,5,0,0,6,0,10,5,7,14
"gene13981",0,0,0,0,0,7,0,0,4,0,0,0,1,7,0,0,0
"gene13982",0,7,0,1,0,0,0,0,2,0,0,4,0,0,0,0,0
"gene13983",1,0,0,0,7,6,3,0,0,0,3,0,26,6,4,0,0
"gene13984",0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
"gene13985",1,0,0,0,0,1,0,0,1,0,0,0,11,15,0,0,3
"gene13986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13987",0,0,0,2,0,6,0,0,0,0,0,0,4,0,0,0,0
"gene13988",2,0,0,0,6,4,0,0,0,0,0,0,0,11,6,0,1
"gene13989",0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0
"gene1399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13991",25,48,7,47,32,31,10,0,16,0,0,270,82,280,178,47,102
"gene13992",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene13994",42,60,0,4,34,31,55,4,9,0,18,20,31,40,70,16,42
"gene13995",0,2,0,6,0,0,0,0,3,0,0,1,0,0,1,0,0
"gene13996",9,15,0,17,13,4,8,0,1,0,0,8,6,4,16,0,0
"gene13997",67,243,20,47,52,113,40,8,39,0,4,92,27,168,161,16,93
"gene13998",9,3,0,20,28,7,11,0,4,0,0,0,6,16,11,0,3
"gene13999",5,0,0,2,9,2,0,0,1,0,7,0,0,4,11,8,0
"gene14",0,10,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0
"gene140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"gene1400",4,13,0,26,28,42,12,0,8,11,4,7,33,46,49,21,22
"gene14000",0,0,0,5,9,4,4,0,4,0,0,8,13,0,8,0,0
"gene14001",5,0,0,4,0,1,0,0,0,0,0,0,2,0,5,0,7
"gene14002",278,451,73,350,486,618,228,29,215,23,28,327,317,874,712,145,260
"gene14003",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"gene14004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14005",1,5,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0
"gene14006",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14007",38,21,11,27,38,24,9,7,19,0,0,44,56,96,30,5,30
"gene14008",0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"gene14009",0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0
"gene1401",0,5,0,9,5,9,0,0,11,0,3,0,7,20,13,0,2
"gene14010",0,7,0,4,0,10,7,0,2,0,0,0,0,19,4,3,13
"gene14011",12,0,0,8,7,14,0,0,10,0,0,3,22,36,11,10,8
"gene14012",0,0,0,3,15,0,11,0,1,0,1,4,6,0,3,0,9
"gene14013",24,40,0,65,62,19,0,0,4,0,18,7,39,75,24,25,47
"gene14014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14017",0,0,0,3,0,4,0,0,0,0,0,3,0,23,0,1,0
"gene14018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"gene14019",16,15,0,17,2,16,9,7,9,0,5,2,73,19,16,2,7
"gene1402",0,9,0,24,17,18,28,0,4,0,2,15,12,20,14,0,24
"gene14020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14021",1,12,0,0,6,0,0,8,0,0,0,0,0,11,1,0,10
"gene14022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14023",0,5,0,3,0,0,0,0,3,0,1,0,0,0,4,0,0
"gene14024",2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
"gene14025",10,27,15,0,8,99,54,13,39,0,15,0,28,3,486,21,11
"gene14026",31,42,0,36,20,42,23,0,10,2,7,30,39,50,47,23,24
"gene14027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14029",0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
"gene1403",0,3,0,4,0,17,0,0,0,0,0,0,0,0,9,0,0
"gene14030",1,9,0,1,0,3,0,0,1,0,5,0,0,0,0,0,0
"gene14031",8,11,0,0,12,16,0,0,6,0,1,4,16,18,7,1,1
"gene14032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14034",3,0,0,0,0,6,0,0,0,0,0,0,0,5,6,1,3
"gene14035",2,18,0,14,0,2,20,5,13,0,6,7,20,23,21,0,0
"gene14036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14037",1,0,0,2,0,0,0,0,0,0,0,0,1,5,9,3,3
"gene14038",3,23,0,10,11,7,5,5,3,0,9,0,8,3,14,5,10
"gene14039",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"gene1404",4,0,0,10,0,0,12,1,1,0,0,0,3,0,5,4,0
"gene14040",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14042",0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0
"gene14043",16,2,3,12,17,36,8,0,13,0,1,16,0,5,12,4,0
"gene14044",0,11,0,0,0,3,0,0,0,0,0,0,0,0,16,2,0
"gene14045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"gene14046",12,9,0,39,22,19,8,0,0,0,8,16,20,23,14,14,17
"gene14047",23,462,30,26,36,173,68,23,77,4,16,16,48,63,78,21,74
"gene14048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"gene14049",24,29,0,87,69,25,8,16,15,0,7,17,56,63,42,26,56
"gene1405",0,0,0,1,0,7,6,0,0,0,0,3,8,8,1,0,0
"gene14050",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"gene14051",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14052",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"gene14053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14054",6,38,0,9,21,15,8,0,11,0,4,0,37,20,24,0,0
"gene14055",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14056",8,0,15,4,14,15,0,0,2,0,0,0,6,8,8,6,9
"gene14057",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"gene14058",0,9,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
"gene14059",1,0,0,2,3,4,7,0,2,0,1,0,0,0,0,6,0
"gene1406",5,19,10,8,23,4,0,0,4,0,0,0,5,0,24,2,1
"gene14060",41,29,13,56,39,36,44,0,19,0,18,21,62,97,102,28,49
"gene14061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14062",0,0,0,0,0,0,12,0,1,0,0,0,0,11,0,2,0
"gene14063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14064",7,16,0,5,0,13,8,0,2,0,0,0,22,1,2,10,9
"gene14065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14066",0,2,0,2,0,0,0,0,2,0,0,0,0,5,0,0,0
"gene14067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"gene14068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14069",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"gene1407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14071",0,6,0,4,4,4,0,0,0,0,0,0,6,4,0,0,5
"gene14072",0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,8
"gene14073",8,8,0,25,5,7,4,0,0,0,7,0,18,22,18,9,10
"gene14074",19,19,0,62,18,35,48,0,17,0,11,23,64,83,56,27,21
"gene14075",34,38,7,232,205,170,69,39,43,14,45,107,347,272,230,98,172
"gene14076",14,0,0,7,20,4,0,0,0,0,4,2,20,11,12,4,4
"gene14077",11,0,0,15,3,1,5,0,0,0,1,6,0,20,4,0,6
"gene14078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14079",7,0,0,4,0,0,0,0,0,0,2,0,0,3,0,0,0
"gene1408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14080",2,0,0,6,6,4,11,0,4,0,2,0,19,5,2,16,0
"gene14081",33,31,3,39,20,56,22,0,15,6,2,27,50,67,129,35,65
"gene14082",0,7,10,0,0,7,7,0,1,0,0,0,8,0,0,0,0
"gene14083",4,5,0,7,0,22,0,0,3,0,0,0,6,0,9,0,0
"gene14084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14085",7,5,0,4,0,7,7,0,0,0,1,0,8,0,10,0,0
"gene14086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14087",1,1,0,4,0,3,0,0,0,0,0,0,0,0,10,0,0
"gene14088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14089",0,0,0,4,0,4,8,0,1,0,2,12,0,4,2,0,0
"gene1409",1,0,0,1,9,4,0,0,0,0,0,0,14,0,0,3,0
"gene14090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14091",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14093",0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
"gene14094",23,20,6,21,10,31,15,0,17,0,9,0,42,32,38,26,30
"gene14095",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14096",6,6,0,12,12,2,5,0,1,0,0,5,12,7,9,1,5
"gene14097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"gene14098",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14099",0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,7,0
"gene141",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1410",25,47,1,65,36,11,0,0,11,6,0,47,8,110,71,23,39
"gene14100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene14101",17,0,0,2,1,1,10,0,3,0,0,0,0,0,0,0,0
"gene14102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
