"","22_mock_A_S4HSCounts.txt","22_mock_B_S5HSCounts.txt","22_mock_C_S6HSCounts.txt","22_WNV_B_S2HSCounts.txt","22_WNV_C_S3HSCounts.txt","26_mock_A_S10HSCounts.txt","26_mock_B_S11HSCounts.txt","26_mock_C_S12HSCounts.txt","26_WNV_A_S7HSCounts.txt","26_WNV_B_S8HSCounts.txt","26_WNV_C_S9HSCounts.txt","30_mock_A_S16HSCounts.txt","30_mock_B_S17HSCounts.txt","30_mock_C_S18HSCounts.txt","30_WNV_A_S13HSCounts.txt","30_WNV_B_S14HSCounts.txt","30_WNV_C_S15HSCounts.txt"
"gene10030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10033",10.1311319944724,63.4271021771284,61.0135385807509,14.5164922465901,10.9125664575506,18.2569431970778,24.5961426634085,37.0912519730675,8.99329336603615,0,5.23761065772878,28.4177560549491,22.9994569840633,23.2379025172544,33.1346439809934,15.8242307089464,14.7028851126505
"gene10034",3.61826142659728,7.70609652619317,0,5.80659689863606,0,1.48029269165495,0,0,3.85426858544406,0,0,0,0,0,0.643391145262009,0,0
"gene10035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10036",0,0,0,2.90329844931803,0,0.986861794436636,0,0,3.85426858544406,0,0,0,4.38084894934539,0,0.643391145262009,0,0
"gene10037",0,0,0,1.45164922465901,1.14869120605796,0.493430897218318,0,0,0,0,0,0,5.47606118668173,0,0.643391145262009,0,0
"gene10038",0,0,0,0,0,0.493430897218318,0,0,0,0,0,0,4.38084894934539,0.938905152212298,0,0,0
"gene10039",0,0,0,0,0,0,0,0,5.13902478059209,0,0,0,0,1.40835772831845,0,0,0
"gene1004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10040",9.40747970915293,2.96388327930506,0,8.22601227306775,10.3382208545216,6.90803256105645,6.62203840937922,0,5.13902478059209,0,13.0940266443219,0.861144122877245,8.2140917800226,11.2668618265476,4.82543358946507,4.94507209654574,9.99796187660236
"gene10041",0,0,0,0,2.29738241211592,1.48029269165495,0,0,0,0,0,0,0,3.99034689690226,1.60847786315502,7.91211535447318,0
"gene10042",0,0,0,0,0,0,0,0,0,0,0,0,0,0.469452576106149,0,0,0.588115404506021
"gene10043",8.68382742383348,10.6699798054982,0,6.77436304840873,4.59476482423183,5.92117076661981,15.1360877928668,0,0,0,0,9.47258535164969,0,2.34726288053074,6.11221587998908,0,8.2336156630843
"gene10044",0,0,0,2.90329844931803,0,0,2.83801646116252,0,0,0,0,2.58343236863173,6.02366730534991,0,0,0,0
"gene10045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10047",0,0,0,0,2.87172801514489,0,0,0,0,0,0,0,0,0,0,0,0
"gene10048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10049",18.0913071329864,5.92776655861013,0,14.0326091717038,25.2712065332751,14.8029269165495,30.2721755857336,21.1950011274671,12.8475619514802,59.0358910075386,5.23761065772878,0,22.4518508653951,5.16397833716764,11.5810406147162,2.96704325792744,3.52869242703613
"gene1005",0,16.0049697082473,0,0.967766149772676,4.59476482423183,3.94744717774654,0,0,11.5628057563322,0,20.9504426309151,3.44457649150898,0,4.92925204911456,1.60847786315502,0.989014419309147,2.94057702253011
"gene10050",0,0,0,0,0,0,0,0,1.28475619514802,0,0,0,0,0,0,0,0
"gene10051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10053",2.17095685595837,0,0,3.87106459909071,4.59476482423183,0.986861794436636,0,0,5.13902478059209,0,7.85641598659317,0,0,1.17363144026537,1.93017343578603,0,0
"gene10054",3.61826142659728,46.82935581302,0,11.6131937972721,14.3586400757245,31.5795774219723,22.7041316893002,37.0912519730675,43.6817106350327,91.8336082339489,13.0940266443219,6.02800886014071,1.09521223733635,7.27651492964531,6.43391145262009,20.7693028054921,8.82173106759032
"gene10055",0,4.14943659102709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10056",0,0,0,0,0,0.493430897218318,5.67603292232505,0,0,0,0,0,4.38084894934539,0,2.89526015367904,3.95605767723659,0
"gene10057",0,0,0,0,0,0.493430897218318,0,0,0,0,0,0,3.28563671200904,0,0,0,0
"gene10058",0.723652285319456,0,0,0,0,0,0,0,0,0,0,6.02800886014071,0,0.469452576106149,1.93017343578603,0,0
"gene10059",0,0,0,0.483883074886338,0,0,0,0,0,0,0,0,0,0,1.60847786315502,0,0
"gene1006",23.8805254155421,24.3038428903015,0,9.67766149772676,16.6560224878404,8.3883252527114,32.1641865598419,0,11.5628057563322,0,2.61880532886439,19.8063148261766,8.76169789869077,4.22507318495534,12.5461273326092,1.97802883861829,27.053308607277
"gene10060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10064",26.7751345568199,30.2316094489117,52.2973187835008,38.2267629160207,17.8047136938983,34.0467319080639,35.0022030210045,52.9875028186678,32.1189048787005,0,18.3316373020507,12.0560177202814,22.4518508653951,18.3086504681398,19.3017343578603,10.8791586124006,9.40984647209634
"gene10065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35246161802409
"gene10067",0.723652285319456,0,0,0,0,1.97372358887327,0,0,0,0,0,0,0,0.469452576106149,0,0,4.11680783154215
"gene10068",0,0,0,0.483883074886338,0,0,0,0,0,0,0,0,0,0,0,0.989014419309147,8.82173106759032
"gene10069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1007",0,0,0,0,0,2.96058538330991,0,0,0,0,0,0,0,0,0,0,0
"gene10070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10071",0,0,0,0,0,0,0,0,1.28475619514802,0,0,0,0,0.234726288053074,0,0,0
"gene10072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17623080901204
"gene10073",1.44730457063891,0,0,8.22601227306775,0,0,0,0,0,0,0,0,0,0,0,3.95605767723659,0
"gene10074",1.44730457063891,0,0,2.90329844931803,0,4.44087807496486,4.73002743527087,5.29875028186678,5.13902478059209,0,5.23761065772878,0,0,0.704178864159223,1.93017343578603,0,5.88115404506021
"gene10075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1008",7.96017513851402,7.11331987033215,0,0.483883074886338,0.574345603028979,3.45401628052822,4.73002743527087,0,3.85426858544406,0,23.5692479597795,0,0.547606118668173,1.8778103044246,2.25186900841703,0,5.88115404506021
"gene10080",2.17095685595837,2.96388327930506,30.5067692903754,4.35494767397704,26.994243342362,1.97372358887327,11.3520658446501,5.29875028186678,15.4170743417763,0,0,0,10.9521223733635,2.34726288053074,3.21695572631004,5.93408651585488,9.40984647209634
"gene10081",0,0,0,0,0,0,0,0,0,0,0,0,1.09521223733635,0.469452576106149,0,0,0.588115404506021
"gene10082",0,0,0,0,0,0,0,0,0,0,0,0,0,1.40835772831845,0.321695572631004,0,5.88115404506021
"gene10083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10084",0,0,0,1.45164922465901,0,0.493430897218318,0,0,2.56951239029604,0,0,0,6.02366730534991,2.34726288053074,0,0,3.52869242703613
"gene10085",0.723652285319456,1.18555331172203,0,0,0,0,10.4060603575959,0,0,0,0,0,0,0,0,0,0
"gene10086",10.8547842797918,7.11331987033215,0,9.67766149772676,9.18952964846366,5.4277398694015,0,0,3.85426858544406,0,10.4752213154576,4.30572061438622,10.4045162546953,1.8778103044246,11.9027361873472,0,9.99796187660236
"gene10087",2.89460914127783,6.52054321447114,0,2.90329844931803,0,5.92117076661981,5.67603292232505,0,5.13902478059209,0,0,0,0,3.52089432079612,3.86034687157205,0,0.588115404506021
"gene10088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10089",3.61826142659728,0,0,6.2904799735224,33.3120449756808,2.46715448609159,5.67603292232505,0,0,0,0,1.72228824575449,35.5943977134313,6.80706235353916,0,0,2.35246161802409
"gene1009",0.723652285319456,0,0,3.38718152420437,2.29738241211592,8.3883252527114,6.62203840937922,0,2.56951239029604,0,7.85641598659317,0,5.47606118668173,2.58198916858382,2.25186900841703,0,0
"gene10090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10092",0,2.37110662344405,0,1.45164922465901,5.74345603028979,4.93430897218318,0,0,1.28475619514802,0,0,14.6394500889132,0,1.40835772831845,0,0,0
"gene10093",0,16.5977463641084,21.7905494931253,0.483883074886338,0,24.1781139636976,8.51404938348757,21.1950011274671,10.2780495611842,0,7.85641598659317,0,0,0,0,0,0
"gene10094",0,0,0,0,0,0.493430897218318,3.7840219482167,0,0,0,0,0,0,0,0,0,0
"gene10095",0.723652285319456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10096",13.7493934210697,30.2316094489117,52.2973187835008,5.80659689863606,4.59476482423183,6.41460166383813,36.8942139951128,0,26.9798800981085,0,0,6.88915298301796,10.9521223733635,7.27651492964531,34.0997306988865,0,4.70492323604817
"gene10097",9.40747970915293,26.0821728578846,0,10.6454276474994,13.7842944726955,11.8423415332396,15.1360877928668,0,15.4170743417763,32.7977172264103,2.61880532886439,3.44457649150898,13.6901529667043,10.0932303862822,11.2593450420852,16.8132451282555,39.9918475064094
"gene10098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10099",0,0.592776655861013,0,0.483883074886338,0,0,0,0,0,0,0,0,0,0.234726288053074,0,0,0
"gene101",3.61826142659728,0.592776655861013,0,3.38718152420437,2.87172801514489,3.94744717774654,0,0,0,0,0,0,0,6.33760977743301,3.21695572631004,0,0.588115404506021
"gene1010",9.40747970915293,2.96388327930506,0,19.8392060703399,12.0612576636086,25.1649757581342,3.7840219482167,0,2.56951239029604,0,15.7128319731863,0,12.594940729368,6.80706235353916,12.5461273326092,6.92310093516403,0
"gene10100",18.0913071329864,21.9327362668575,0,54.6787874621562,52.8397954786661,17.7635122998594,6.62203840937922,74.1825039461349,23.1256115126644,98.393151679231,39.2820799329658,28.4177560549491,67.3555525961853,51.1703307955702,44.7156845957096,66.2639660937129,80.5718104173249
"gene10101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10102",0,1.77832996758304,0,1.45164922465901,0,1.48029269165495,0,0,3.85426858544406,0,0,0,0,0.704178864159223,0,0,3.52869242703613
