X22_mock_A	X22_mock_B	X22_mock_C	X22_WNV_A	X22_WNV_B	X22_WNV_C	X26_mock_A	X26_mock_B	X26_mock_C	X26_WNV_A	X26_WNV_B	X26_WNV_C	X30_mock_A	X30_mock_B	X30_mock_C	X30_WNV_A	X30_WNV_B	X30_WNV_C
gene4440	0	0	0	4	2	0	5	0	4	0	0	0	0	0	10	15	1	10
gene4441	0	0	0	10	0	0	24	0	0	4	0	22	0	0	9	38	9	7
gene4442	0	0	0	1	0	0	6	1	0	0	0	9	0	0	4	17	16	10
gene4443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4444	6	7	1	20	9	33	21	6	0	13	0	9	3	17	28	32	13	29
gene4445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4447	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0
gene4448	0	0	0	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0
gene4449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4450	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1
gene4451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4452	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	4
gene4453	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene4454	20	26	4	30	29	22	30	8	0	23	0	4	21	10	57	51	12	19
gene4455	9	6	0	25	0	6	5	3	0	2	0	3	1	3	10	9	4	0
gene4456	1	6	1	1	4	3	1	5	0	2	0	0	0	7	5	4	1	0
gene4457	20	10	1	11	16	10	41	5	12	5	3	1	6	15	34	29	10	15
gene4458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4459	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
gene446	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	5	0	0
gene4460	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4462	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gene4463	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	1
gene4464	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4465	273	183	11	376	433	316	269	93	13	138	17	51	71	151	343	430	124	169
gene4466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene4467	4	8	0	2	6	3	9	1	0	0	0	0	0	3	14	13	1	3
gene4468	5	9	0	23	13	13	13	2	0	4	0	3	3	5	4	8	1	1
gene4469	5	1	0	11	13	3	7	3	0	5	0	1	3	0	0	7	0	2
gene447	25	7	0	14	17	14	22	10	1	11	3	6	0	10	17	22	5	13
gene4470	0	1	0	0	0	0	0	1	0	3	0	0	0	4	2	0	0	0
gene4471	1	9	0	12	14	2	6	5	0	6	2	4	5	19	8	11	3	0
gene4472	5	13	0	1	1	0	7	2	0	1	0	1	1	0	1	0	2	2
gene4473	0	0	0	0	2	6	2	0	0	0	0	0	5	0	1	0	2	5
gene4474	0	4	0	0	0	3	2	0	2	0	0	1	0	0	3	0	0	0
gene4475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4477	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
gene4478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4479	1	9	0	10	0	1	4	4	0	7	0	0	0	2	5	10	1	0
gene448	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0
gene4480	0	0	0	1	4	2	11	0	0	0	0	0	0	4	0	4	4	1
gene4481	6	7	4	6	0	0	3	0	0	3	0	0	3	5	0	4	0	3
gene4482	6	10	0	5	8	1	18	2	0	2	0	0	8	0	9	11	1	2
gene4483	45	39	7	48	54	43	31	14	8	17	0	14	214	55	445	164	41	73
gene4484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4485	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gene4486	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4488	1	4	0	0	0	0	6	1	0	0	0	0	0	1	0	2	0	0
gene4489	24	28	11	78	51	18	73	16	0	44	0	12	26	11	56	44	10	22
gene449	18	11	4	21	19	21	4	9	0	4	0	3	20	21	17	33	10	19
gene4490	5	11	6	27	21	15	42	31	0	20	0	1	2	3	31	22	11	16
gene4491	8	8	0	24	8	3	6	3	0	4	0	0	5	3	5	8	2	5
gene4492	8	1	4	29	9	5	2	0	0	3	0	0	2	1	9	17	0	2
gene4493	5	10	0	20	33	16	6	8	0	3	0	0	9	18	27	18	3	18
gene4494	28	44	4	59	99	77	64	24	5	21	7	17	44	156	205	100	60	100
gene4495	2	1	0	0	2	1	3	0	0	1	0	0	0	7	5	1	2	0
gene4496	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4497	2	5	0	7	5	3	7	6	0	4	0	6	0	6	9	8	2	5
gene4498	2	0	0	3	7	4	2	0	0	3	0	1	3	3	5	4	2	0
gene4499	0	3	0	4	9	21	3	3	1	6	0	2	3	0	19	2	7	8
gene45	1	0	2	13	10	1	8	0	0	4	0	0	0	2	3	5	0	0
gene450	42	52	0	96	108	55	42	14	7	36	1	22	29	84	180	106	77	108
gene4500	1	11	4	21	21	5	9	21	1	2	0	3	7	26	38	9	17	7
gene4501	18	17	0	78	34	11	45	17	4	18	0	4	62	111	98	158	39	63
gene4502	105	76	17	177	94	110	133	29	10	94	1	31	103	101	133	156	43	101
gene4503	4	2	0	3	3	0	1	3	0	3	0	5	0	0	2	2	0	0
gene4504	17	14	10	30	60	39	30	3	0	8	0	5	144	31	368	76	16	77
gene4505	0	0	0	2	4	3	0	0	0	0	0	0	2	1	2	3	0	0
gene4506	0	0	0	2	0	1	0	0	0	1	0	2	0	0	7	0	10	4
gene4507	0	1	0	0	0	0	0	0	0	1	10	0	0	1	8	4	0	6
gene4508	0	1	0	1	1	0	0	0	0	0	0	0	0	0	4	8	0	4
gene4509	1	1	0	5	4	4	3	0	0	1	0	2	0	4	2	4	1	1
gene451	4	38	5	10	12	9	42	0	0	9	0	0	6	2	25	42	3	0
gene4510	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4511	1	8	0	2	1	0	7	1	0	1	0	0	0	0	0	5	1	2
gene4512	5	1	0	21	18	5	2	6	8	7	7	0	0	8	16	6	0	1
gene4513	9	5	0	7	2	2	1	0	0	3	0	1	7	2	52	44	4	6
gene4514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4515	16	42	0	79	29	72	18	11	7	20	2	7	37	32	118	68	15	69
gene4516	1	1	0	6	5	4	8	1	0	2	0	0	1	13	17	25	8	2
gene4517	1	10	0	6	4	3	3	2	1	1	4	0	0	5	0	7	1	3
gene4518	2	0	0	3	2	0	4	0	0	0	0	0	0	2	4	1	0	0
gene4519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
gene452	7	4	0	19	14	8	5	7	1	8	0	1	9	6	45	40	12	19
gene4520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4521	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene4522	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
gene4523	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0
gene4524	1	0	0	6	1	0	1	0	0	0	0	0	0	0	4	1	0	0
gene4525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4526	0	3	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0	5
gene4527	26	31	2	29	10	23	3	1	0	11	0	0	3	17	35	7	0	5
gene4528	1	0	2	1	4	3	1	0	0	0	0	1	0	0	1	1	0	0
gene4529	6	14	0	3	2	5	3	0	3	4	0	0	3	8	22	18	5	5
gene453	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene4530	0	2	0	2	0	2	1	0	0	0	0	0	2	0	0	3	0	0
gene4531	7	15	2	8	5	16	11	7	0	7	0	1	3	5	19	14	0	2
gene4532	3	9	0	22	2	8	6	3	0	5	13	3	3	2	15	14	2	10
gene4533	3	41	0	8	6	7	17	7	1	18	0	0	5	0	11	36	0	9
gene4534	649	269	42	1653	610	593	324	27	20	30	14	17	86	111	917	337	46	262
gene4535	0	0	0	2	1	1	0	1	0	0	0	0	0	0	2	0	1	1
gene4536	11	24	14	17	15	1	7	1	2	7	2	0	21	9	19	18	0	1
gene4537	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4538	49	31	6	43	33	23	92	30	1	34	3	26	28	65	138	67	48	63
gene4539	0	1	0	0	1	0	0	0	0	1	0	0	0	8	0	0	0	0
gene454	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4540	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene4541	0	0	0	8	0	0	2	0	0	1	0	0	0	0	3	0	0	0
gene4542	0	4	0	2	5	5	1	2	0	1	2	0	0	0	2	1	0	0
gene4543	1	3	0	0	0	0	7	2	0	0	0	0	0	4	2	0	0	5
gene4544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4545	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
gene4546	0	1	0	0	0	0	0	1	0	1	0	0	0	5	0	0	0	0
gene4547	5	9	0	13	9	5	0	0	0	2	0	1	4	7	5	7	3	9
gene4548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4550	8	10	0	4	12	3	5	3	0	6	4	4	14	6	63	22	2	9
gene4551	15	16	3	12	2	15	20	23	0	6	0	1	5	7	3	17	2	1
gene4552	16	11	1	6	31	19	21	10	0	5	2	5	6	16	30	13	6	18
gene4553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4555	2	2	0	3	3	0	2	13	0	0	0	2	0	0	1	0	1	0
gene4556	3	11	0	12	1	4	21	9	0	9	0	0	17	0	19	38	0	6
gene4557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene456	17	13	0	12	5	2	4	0	0	2	0	0	4	3	8	16	2	0
gene4560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4562	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene4563	0	0	0	0	0	3	0	2	0	1	0	1	0	1	5	0	0	0
gene4564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4565	10	3	0	1	5	2	1	0	0	2	0	0	0	1	6	5	1	0
gene4566	15	9	0	4	5	4	6	4	0	2	4	0	3	13	11	3	6	4
gene4567	9	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	1
gene4568	3	0	0	3	10	11	0	0	13	0	0	0	0	0	0	0	1	1
gene4569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene457	21	23	4	10	20	16	30	9	0	9	7	3	9	12	38	26	16	13
gene4570	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0
gene4571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4573	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
gene4574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4576	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4577	2	6	0	2	6	1	7	0	0	4	0	0	2	0	5	3	1	2
gene4578	0	3	0	0	0	0	2	0	0	2	0	0	0	0	1	2	0	0
gene4579	4	12	3	12	3	0	11	0	5	9	1	5	4	7	12	4	6	11
gene458	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
gene4580	1	7	1	12	1	2	5	0	0	7	0	1	0	1	3	0	0	0
gene4581	1	3	0	4	1	2	1	0	0	2	0	0	0	0	4	2	0	3
gene4582	7	7	0	8	3	6	29	16	0	20	0	0	10	1	14	29	7	11
gene4583	1	5	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0
gene4584	94	120	2	140	109	71	170	34	1	72	2	11	38	53	150	129	40	47
gene4585	0	2	6	2	13	5	3	0	0	2	0	0	0	0	0	1	0	1
gene4586	16	6	4	51	29	18	16	8	0	14	3	2	8	6	24	17	5	6
gene4587	0	0	2	0	0	3	0	0	0	0	0	0	0	6	2	3	0	0
gene4588	3	1	0	4	5	6	6	3	0	0	0	0	0	0	8	13	0	0
gene4589	0	0	0	1	0	0	0	0	0	0	0	0	4	0	2	0	0	0
gene459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4590	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
gene4591	0	2	0	6	3	4	5	0	0	8	0	0	4	2	8	14	2	0
gene4592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4596	1	1	0	4	4	3	6	2	0	3	0	0	0	9	4	4	0	4
gene4597	19	7	5	23	27	14	45	11	0	19	2	10	6	29	50	33	9	35
gene4598	21	8	0	3	4	9	0	0	0	3	0	3	0	1	6	11	1	8
gene4599	56	20	1	64	86	56	72	14	3	34	2	10	1	8	54	43	6	19
gene46	3	9	0	13	10	0	11	8	0	9	0	0	3	8	1	11	1	2
gene460	45	81	5	27	39	17	38	7	6	23	0	4	13	9	26	63	10	14
gene4600	5	3	4	14	11	4	13	11	0	4	0	0	4	10	9	12	12	8
gene4601	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
gene4602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4604	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene4605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene461	1	5	0	8	1	0	0	0	4	0	0	0	0	0	1	3	3	1
gene4610	108	70	2	133	104	76	59	16	0	28	2	8	36	97	207	119	39	33
gene4611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4612	0	19	5	8	8	3	5	4	0	5	0	1	1	0	5	3	0	2
gene4613	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	1	0	0
gene4614	1	0	0	14	1	0	0	0	1	0	0	0	0	0	0	0	9	2
gene4615	8	5	0	20	14	5	13	2	0	2	0	1	2	8	56	30	10	7
gene4616	7	0	0	5	0	0	4	7	0	0	0	0	0	0	0	4	0	0
gene4617	0	0	0	0	1	3	3	0	0	0	0	0	0	0	2	0	0	0
gene4618	0	0	0	4	0	0	1	0	0	0	0	0	0	0	4	0	0	0
gene4619	6	3	1	16	7	4	15	0	0	4	0	1	6	5	27	11	0	3
gene462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
gene4620	5	8	3	5	8	1	32	2	2	6	1	0	0	1	0	11	2	0
gene4621	129	83	12	108	109	74	134	59	3	90	6	26	48	37	130	114	20	43
gene4622	0	0	0	3	1	0	0	0	0	2	0	0	0	0	2	0	1	1
gene4623	73	68	10	40	65	57	33	17	1	25	8	14	344	39	477	147	50	183
gene4624	10	16	4	29	13	19	12	0	0	14	1	1	2	3	19	15	4	11
gene4625	0	2	0	1	2	8	0	0	0	0	0	1	0	0	6	0	0	2
gene4626	22	16	0	24	62	36	46	6	1	22	0	9	8	55	45	29	11	17
gene4627	18	29	0	37	23	15	5	1	1	7	0	0	28	4	45	43	11	22
gene4628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4629	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4631	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4632	42	13	0	71	98	51	30	15	0	23	12	13	26	68	160	79	54	96
gene4633	45	26	0	40	46	43	30	9	8	15	1	4	11	14	77	68	26	29
gene4634	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4635	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4636	3	9	2	3	6	4	1	2	0	1	0	0	2	3	3	1	2	0
gene4637	43	148	11	39	18	7	155	42	2	58	0	4	39	8	29	62	7	19
gene4638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4640	0	3	6	3	1	1	3	0	0	3	0	1	1	0	3	4	1	1
gene4641	415	239	28	339	300	249	631	272	18	234	13	137	59	149	389	526	313	385
gene4642	666	372	34	464	509	280	952	356	40	314	33	197	78	342	645	691	328	588
gene4643	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
gene4644	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4645	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
gene4646	25	41	3	27	29	13	28	1	1	18	1	9	24	8	56	72	4	23
gene4647	19	18	1	19	15	2	57	24	1	9	3	1	3	21	19	17	4	10
gene4648	1	0	0	3	1	5	6	0	0	3	0	1	0	4	5	5	0	0
gene4649	70	49	0	60	124	60	83	38	9	31	0	13	30	23	82	85	15	22
gene465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gene4650	3	2	0	4	0	1	1	1	0	5	0	0	0	0	0	4	0	0
gene4651	6	3	0	3	3	3	6	0	0	4	0	2	7	4	14	2	1	0
gene4652	0	6	0	1	2	0	4	5	0	4	0	0	0	0	3	8	2	0
gene4653	14	29	1	26	10	8	30	16	4	15	0	7	34	38	40	15	12	7
gene4654	0	6	0	9	6	6	6	0	0	2	0	1	0	10	3	3	0	0
gene4655	3	16	0	22	7	3	2	1	8	5	0	1	0	5	1	11	1	5
gene4656	0	2	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene4657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4658	16	38	0	40	50	27	32	21	5	20	0	18	24	20	39	30	24	18
gene4659	0	1	4	12	18	2	0	2	0	2	0	0	0	0	2	1	0	0
gene466	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene4660	4	1	0	5	13	13	8	0	0	2	0	0	1	0	3	1	0	0
gene4661	20	18	4	26	23	16	13	0	2	22	0	6	3	10	52	18	9	4
gene4662	4	0	0	1	1	0	3	0	0	0	0	0	0	1	1	0	0	0
gene4663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4664	0	0	0	1	0	0	1	2	0	0	0	0	0	0	1	0	3	0
gene4665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4668	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4669	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0
gene467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4670	2	0	0	3	4	5	2	1	0	0	0	3	0	7	5	9	0	7
gene4671	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
gene4672	0	0	0	9	1	3	5	0	4	5	1	0	0	0	9	5	1	2
gene4673	0	0	0	2	5	3	0	0	0	0	0	0	0	0	1	0	1	0
gene4674	23	6	0	13	17	22	9	1	0	3	0	1	1	3	41	18	8	14
gene4675	0	0	0	0	0	0	1	0	0	3	0	0	0	0	5	1	1	3
gene4676	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
gene4677	21	19	0	35	21	13	29	7	0	13	0	14	11	29	44	20	10	30
gene4678	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
gene4679	31	32	12	16	29	23	17	1	0	12	0	1	14	9	31	20	21	23
gene468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4680	21	35	0	45	39	30	43	9	2	16	2	9	13	32	51	73	6	13
gene4681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4682	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	0	0
gene4683	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	4
gene4684	29	29	0	26	19	34	33	12	1	16	0	4	11	23	76	69	10	26
gene4685	2	2	0	4	12	7	4	0	0	4	1	0	0	7	10	4	1	0
gene4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4687	1	7	0	3	3	1	1	0	0	2	0	0	0	0	2	6	0	3
gene4688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4689	0	0	0	0	0	0	0	7	2	1	4	0	0	4	1	2	0	6
gene469	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0
gene4690	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene4691	22	40	1	21	28	19	35	1	0	9	0	9	14	5	34	48	10	8
gene4692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4693	9	8	0	4	0	0	9	8	0	3	1	0	0	0	6	3	0	0
gene4694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4695	1	0	0	2	2	0	1	0	0	1	0	0	0	0	1	3	2	1
gene4696	0	0	0	0	0	1	5	0	0	0	0	1	0	0	0	0	0	2
gene4697	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0
gene4698	8	8	1	6	10	7	20	1	2	11	0	1	2	35	16	14	8	4
gene4699	0	23	0	23	23	10	32	6	3	8	0	0	4	11	55	32	19	11
gene47	56	37	2	94	49	29	23	8	3	27	0	5	19	33	138	51	13	23
gene470	10	20	0	3	9	1	5	5	0	9	0	4	1	9	2	0	8	0
gene4700	1	4	0	3	0	0	0	0	2	1	0	6	0	5	2	3	1	0
gene4701	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4702	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1
gene4703	18	4	0	9	7	2	9	2	0	5	0	1	2	1	23	25	8	14
gene4704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4705	0	3	0	0	0	4	0	3	0	0	0	0	0	0	0	2	0	0
gene4706	0	0	0	0	0	0	3	0	0	2	1	0	0	0	5	7	1	0
gene4707	6	0	3	7	3	2	3	0	0	1	0	0	1	0	10	14	0	11
gene4708	2	3	0	6	8	0	8	4	0	7	0	0	0	4	2	3	0	0
gene4709	0	0	0	7	2	8	4	0	0	3	0	0	2	2	3	3	0	3
gene471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4710	11	6	0	19	32	18	10	11	0	3	0	5	9	19	39	23	3	12
gene4711	0	3	0	8	9	8	1	0	0	4	0	0	0	8	11	5	1	6
gene4712	13	15	0	42	15	12	11	3	0	12	0	3	22	2	57	34	10	11
gene4713	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0
gene4714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4716	14	4	0	6	10	7	7	2	0	0	0	2	10	9	24	17	1	4
gene4717	11	5	0	12	7	11	5	7	0	3	0	2	3	11	15	20	1	8
gene4718	3	0	0	0	2	0	6	4	0	4	0	1	2	1	3	10	4	2
gene4719	0	1	0	3	8	1	1	0	0	0	0	0	0	6	0	6	1	5
gene472	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene4720	0	4	0	0	1	0	0	0	0	1	0	0	1	0	1	1	6	0
gene4721	1	0	0	0	8	0	0	1	0	0	0	0	0	0	0	2	1	0
gene4722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4724	3	5	2	2	3	6	2	2	0	0	0	1	0	2	0	0	0	5
gene4725	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gene4726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4727	1	4	0	10	3	2	13	0	1	0	0	0	0	10	10	1	0	11
gene4728	6	1	2	8	4	9	2	6	2	4	0	0	0	15	13	6	1	2
gene4729	1	0	0	1	4	0	1	0	0	0	0	0	0	0	1	0	2	0
gene473	25	18	5	31	13	9	22	4	0	17	1	2	19	2	60	35	9	6
gene4730	1	1	0	2	2	0	8	0	2	1	0	1	0	0	3	10	0	2
gene4731	2	0	0	0	3	2	0	0	0	0	0	0	0	2	5	0	0	0
gene4732	0	15	0	0	2	0	21	8	0	2	0	0	0	0	5	1	0	2
gene4733	43	32	1	61	59	27	51	33	17	30	0	11	27	40	119	82	43	24
gene4734	0	0	0	0	0	1	2	0	0	1	0	0	0	0	5	11	0	1
gene4735	9	55	4	8	10	9	47	24	2	17	0	1	12	1	28	17	11	10
gene4736	0	6	0	0	1	4	0	4	0	0	0	0	0	2	1	6	0	0
gene4737	0	3	0	1	0	4	6	2	0	1	0	0	0	0	0	0	0	0
gene4738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4739	6	7	1	12	9	8	17	7	0	6	0	6	5	16	26	16	9	4
gene474	1	14	0	0	1	4	10	0	0	4	0	2	0	1	3	4	7	1
gene4740	4	9	0	7	4	9	21	10	0	7	0	2	0	4	14	2	5	6
gene4741	7	18	0	20	11	4	21	7	0	9	0	8	16	8	5	6	6	6
gene4742	23	21	4	87	61	71	53	10	4	16	0	13	18	51	128	72	18	63
gene4743	3	3	0	8	2	0	2	0	0	1	0	0	0	1	9	1	1	3
gene4744	11	7	0	19	20	20	26	4	3	8	0	5	2	16	31	19	6	17
