X22_mock_A	X22_mock_B	X22_mock_C	X22_WNV_A	X22_WNV_B	X22_WNV_C	X26_mock_A	X26_mock_B	X26_mock_C	X26_WNV_A	X26_WNV_B	X26_WNV_C	X30_mock_A	X30_mock_B	X30_mock_C	X30_WNV_A	X30_WNV_B	X30_WNV_C
gene4136	6	5	0	6	7	8	5	1	0	5	0	2	0	3	7	10	3	5
gene4137	8	1	0	15	19	9	11	3	0	11	0	0	0	2	9	7	2	7
gene4138	15	1	7	4	9	3	7	6	0	2	0	1	2	4	7	7	15	3
gene4139	0	3	0	4	1	3	1	0	0	1	0	0	10	0	2	6	2	6
gene414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4140	28	19	0	33	28	30	19	8	0	8	1	2	2	8	31	13	5	4
gene4141	82	103	4	107	91	86	61	23	1	61	0	17	54	60	165	133	38	63
gene4142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4143	1	6	0	13	9	0	2	2	0	2	0	0	0	0	0	4	0	3
gene4144	3	18	2	11	3	1	1	0	0	1	0	0	2	2	2	2	8	3
gene4145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4146	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3
gene4147	13	9	0	11	15	8	9	0	0	5	0	1	0	19	12	7	0	7
gene4148	6	18	0	11	11	6	11	3	7	7	0	3	0	5	10	10	4	3
gene4149	33	34	4	90	80	82	72	33	0	38	1	16	13	35	107	114	38	41
gene415	1	11	0	7	7	3	2	2	0	5	0	0	0	8	11	20	7	3
gene4150	10	19	2	22	20	26	25	9	2	14	18	7	34	29	57	96	17	45
gene4151	12	11	3	28	11	17	28	6	1	5	0	1	5	6	23	25	3	4
gene4152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4153	21	33	2	38	14	17	36	15	0	14	1	7	6	7	24	73	21	14
gene4154	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
gene4155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene4156	8	7	0	6	9	6	6	2	0	11	0	2	3	3	28	10	27	8
gene4157	0	18	1	15	9	9	12	7	0	4	4	0	0	0	3	9	3	0
gene4158	2	1	0	2	10	5	8	1	5	2	0	4	0	6	2	10	0	6
gene4159	1	0	0	1	5	2	1	0	0	2	0	0	0	0	8	0	7	1
gene416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4160	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
gene4161	2	0	5	1	0	1	0	0	0	0	0	0	0	5	0	5	2	0
gene4162	0	10	0	1	3	2	9	8	0	5	0	0	6	12	9	3	7	9
gene4163	10	17	4	1	11	8	21	1	0	7	1	2	9	4	7	6	2	0
gene4164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4166	4	1	0	3	9	5	5	0	0	3	0	0	31	7	17	13	4	18
gene4167	18	32	3	77	39	20	27	12	4	18	2	0	112	36	367	157	31	69
gene4168	1	2	0	0	0	3	2	0	0	1	0	2	0	0	4	7	1	1
gene4169	0	0	0	0	0	2	6	0	0	1	0	0	9	4	0	2	0	0
gene417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4170	8	1	0	2	7	9	19	14	0	8	0	1	1	12	22	13	13	2
gene4171	5	1	1	0	4	9	4	1	0	0	0	4	0	9	0	6	2	0
gene4172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4173	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4176	1	1	0	0	0	0	3	1	3	3	0	0	0	0	5	2	1	0
gene4177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
gene4179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene418	48	93	3	91	158	136	111	40	4	61	10	13	85	102	170	104	53	123
gene4180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4181	9	2	0	2	3	5	6	1	0	7	0	4	0	2	8	11	0	2
gene4182	1	1	0	13	10	6	8	1	0	3	3	3	0	7	2	4	2	5
gene4183	12	29	6	37	40	40	36	11	0	20	10	9	109	80	325	146	31	74
gene4184	2	3	0	0	0	0	0	1	0	2	0	0	10	13	3	0	9	0
gene4185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4186	3	4	0	4	2	0	0	0	0	0	0	0	0	3	1	5	0	0
gene4187	0	5	0	0	2	0	0	0	3	1	0	1	3	2	0	9	3	1
gene4188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene419	26	22	8	73	104	69	36	22	0	15	0	6	29	58	78	25	20	35
gene4190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4191	3	2	0	6	0	0	3	0	0	3	0	1	0	3	1	1	3	2
gene4192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4193	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
gene4194	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gene4195	0	5	0	9	2	0	2	0	0	2	0	0	0	9	3	1	0	0
gene4196	0	14	0	7	1	1	1	0	0	2	0	0	0	0	0	7	0	4
gene4197	9	3	0	9	12	4	12	9	0	2	0	1	4	7	12	13	8	5
gene4198	2	3	0	1	4	8	2	2	0	7	3	1	3	1	1	4	13	7
gene4199	6	14	0	12	8	5	22	15	0	19	0	0	5	16	26	32	7	14
gene42	65	39	7	47	26	50	34	20	1	22	0	16	3	37	32	54	5	24
gene420	8	5	0	7	4	7	5	9	0	4	3	0	1	13	19	8	2	12
gene4200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4201	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
gene4202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4203	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	6	0	0
gene4204	16	12	0	45	37	19	30	7	0	22	3	8	18	35	68	44	42	79
gene4205	0	6	0	2	0	0	11	0	0	3	0	0	0	0	0	0	0	0
gene4206	53	84	0	31	47	42	92	41	1	72	10	24	20	44	70	81	21	33
gene4207	10	7	0	3	4	4	11	2	0	6	0	0	0	17	27	23	11	8
gene4208	1	6	1	3	4	1	7	2	0	8	0	1	0	0	2	0	1	4
gene4209	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	0	0	4
gene421	0	0	0	4	2	2	3	0	0	1	0	1	0	0	7	5	4	5
gene4210	0	3	0	0	1	0	2	1	2	4	0	0	0	0	2	2	0	2
gene4211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4212	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4214	10	4	0	3	13	9	11	2	0	7	1	5	6	16	24	24	3	16
gene4215	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
gene4216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
gene4219	2	3	0	7	21	18	1	0	0	0	0	0	0	11	21	13	4	5
gene422	12	21	0	35	31	17	9	6	0	7	9	7	12	19	79	48	6	22
gene4220	10	11	0	2	9	6	1	3	0	3	0	0	8	7	5	0	7	0
gene4221	0	0	0	6	2	0	1	0	0	0	0	0	0	0	0	0	0	0
gene4222	0	0	0	2	0	0	0	0	0	1	0	1	0	0	1	4	0	0
gene4223	3	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0
gene4224	3	3	2	2	1	1	3	1	0	0	0	0	0	7	5	0	1	0
gene4225	7	5	0	17	0	3	6	2	0	3	0	0	0	2	2	6	0	0
gene4226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4227	1	4	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0
gene4228	1	0	0	9	4	0	1	0	0	1	0	0	0	7	0	0	0	0
gene4229	2	1	0	8	3	5	5	2	9	0	2	0	7	10	7	10	1	8
gene423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4230	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
gene4231	0	1	0	1	3	1	1	0	0	1	0	0	4	2	9	1	5	0
gene4232	34	23	2	103	142	138	31	4	1	6	0	1	43	46	159	116	50	66
gene4233	23	12	0	24	40	32	4	1	0	10	0	3	3	2	24	22	12	9
gene4234	0	1	0	7	8	2	1	4	0	0	0	0	1	0	1	0	7	0
gene4235	0	1	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0
gene4236	1	0	0	0	2	1	1	0	0	0	0	0	0	2	1	0	0	0
gene4237	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene424	3	0	0	0	1	0	0	6	2	3	4	0	8	5	7	4	0	1
gene4240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4241	0	0	0	1	3	0	1	0	0	1	0	0	0	1	1	0	0	0
gene4242	1	3	0	4	0	6	9	5	0	1	0	0	0	10	4	0	0	1
gene4243	6	3	0	1	2	0	0	0	0	2	0	0	0	0	3	0	0	5
gene4244	36	40	4	75	87	61	18	14	3	25	1	9	307	82	553	176	35	142
gene4245	0	0	0	0	0	3	3	0	0	0	0	0	6	0	0	0	0	0
gene4246	7	2	0	3	5	5	10	4	0	9	0	0	1	3	1	7	6	1
gene4247	0	0	0	2	2	0	2	0	0	2	0	0	0	0	0	1	2	2
gene4248	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
gene4249	0	1	0	4	9	3	6	1	0	2	0	0	0	1	1	2	0	0
gene425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene4251	0	0	6	0	3	0	0	2	0	1	5	0	3	0	7	0	0	4
gene4252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4253	2	1	0	5	5	2	2	0	0	0	0	2	0	0	0	0	0	0
gene4254	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	1
gene4255	0	0	0	9	3	0	0	0	0	1	0	0	7	2	10	1	4	8
gene4256	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
gene4257	0	1	0	0	1	0	0	3	0	1	0	0	0	5	1	0	0	1
gene4258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene426	0	5	0	0	0	0	1	0	0	1	4	0	0	2	2	0	0	0
gene4260	1	0	0	8	3	0	6	0	0	1	0	0	4	0	12	1	0	0
gene4261	3	15	0	11	3	9	9	1	0	1	0	1	0	2	5	1	1	5
gene4262	2	0	0	3	5	2	3	2	0	4	0	0	0	0	3	9	2	0
gene4263	4	15	0	9	3	0	4	0	0	4	0	0	48	15	59	24	3	1
gene4264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4268	0	1	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	3
gene4269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene427	13	7	0	14	40	25	4	2	12	3	0	0	8	10	14	1	0	4
gene4270	10	10	0	7	10	6	6	9	0	2	1	2	0	5	8	6	3	9
gene4271	1	5	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0
gene4272	32	20	0	28	27	17	42	15	2	32	2	10	14	18	37	21	14	16
gene4273	0	7	1	5	0	2	7	0	0	1	0	1	4	3	6	7	1	1
gene4274	44	52	1	53	60	37	29	9	2	17	2	14	156	41	478	196	50	116
gene4275	33	71	10	14	32	14	72	13	0	38	10	8	61	19	148	115	10	55
gene4276	3	4	0	3	7	2	6	0	0	1	0	0	0	0	6	1	7	0
gene4277	3	1	0	0	1	9	0	4	0	7	14	0	0	0	7	11	1	6
gene4278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene428	4	3	0	4	2	3	11	0	0	3	0	0	0	13	16	11	0	2
gene4280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4281	89	75	0	42	23	21	66	28	3	42	4	7	20	46	68	126	7	14
gene4282	1	1	0	0	2	1	1	0	0	3	0	0	0	0	1	0	1	2
gene4283	74	48	0	116	87	73	55	30	2	44	0	8	307	83	716	235	45	133
gene4284	0	9	0	3	0	3	0	1	0	0	0	0	0	3	1	0	0	0
gene4285	13	0	12	5	1	2	2	0	0	2	0	0	1	2	9	0	6	2
gene4286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4287	8	30	0	11	6	2	8	2	0	5	0	0	5	2	2	9	0	0
gene4288	0	1	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0
gene4289	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0
gene429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
gene4290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4291	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
gene4292	19	14	1	16	22	5	17	3	0	10	0	4	24	9	22	27	9	17
gene4293	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene4294	43	115	17	119	50	31	165	42	6	63	3	13	80	38	281	253	44	85
gene4295	0	4	0	5	0	2	9	0	0	0	0	3	1	2	4	4	1	1
gene4296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gene4297	2	0	0	0	1	0	2	0	0	1	4	0	0	0	3	2	0	7
gene4298	0	2	0	3	0	0	4	0	0	1	0	0	0	2	2	2	1	0
gene4299	3	2	0	11	5	3	18	9	1	14	1	3	0	16	21	17	6	7
gene43	9	1	2	23	14	13	11	0	1	4	1	3	19	38	63	28	20	39
gene430	22	16	2	6	22	11	22	1	0	8	0	2	14	29	37	40	11	5
gene4300	19	30	3	28	27	21	23	5	11	24	7	8	4	13	40	27	3	15
gene4301	38	40	4	73	86	81	46	25	1	22	0	15	166	90	388	113	51	76
gene4302	0	1	1	0	0	0	1	0	0	1	0	0	0	0	2	0	2	3
gene4303	3	0	0	4	7	3	2	0	0	1	0	0	0	0	0	5	1	1
gene4304	55	54	13	64	36	20	37	25	6	22	1	4	23	26	40	36	14	21
gene4305	0	3	3	6	1	0	8	5	0	9	4	0	0	0	7	7	0	1
gene4306	0	2	0	6	0	3	2	0	0	3	0	4	2	0	1	6	2	3
gene4307	10	7	0	8	6	4	13	5	6	10	0	2	1	15	28	13	15	3
gene4308	3	3	0	0	0	3	4	0	0	0	0	2	5	0	0	2	0	0
gene4309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene431	0	3	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0
gene4310	2	29	0	1	2	7	41	0	2	24	1	2	0	2	9	15	0	7
gene4311	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
gene4312	1	7	0	8	1	2	1	0	0	0	0	0	0	1	3	0	0	7
gene4313	7	0	0	4	7	4	4	9	3	1	0	2	0	28	9	2	2	14
gene4314	2	0	0	4	9	0	6	0	0	3	0	3	0	3	2	10	5	1
gene4315	0	0	0	1	0	1	0	0	0	0	0	4	1	0	2	0	0	0
gene4316	0	0	0	4	0	0	0	0	0	1	0	0	0	0	5	0	0	0
gene4317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4318	2	0	0	0	1	8	2	0	0	0	0	0	0	0	0	4	1	1
gene4319	1	0	0	0	0	0	2	11	0	1	0	0	0	0	3	0	0	0
gene432	14	5	0	3	0	17	8	0	0	4	1	1	0	9	12	11	1	3
gene4320	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
gene4321	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
gene4322	6	10	0	12	11	6	13	8	0	13	0	1	6	10	26	8	17	18
gene4323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4325	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	3	0
gene4326	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4328	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene4329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene433	6	0	0	0	4	1	3	0	0	1	0	0	0	0	4	0	0	2
gene4330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4332	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene4333	24	27	2	16	21	24	53	13	1	25	0	8	8	11	44	43	5	12
gene4334	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4336	0	0	0	0	0	0	0	0	0	1	8	0	0	1	3	0	0	0
gene4337	0	6	0	0	0	0	1	1	0	2	2	0	0	5	0	3	0	1
gene4338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene434	7	17	1	0	11	7	27	4	0	8	0	16	8	19	36	23	4	8
gene4340	0	0	0	0	0	0	0	1	0	0	3	0	0	4	0	0	0	0
gene4341	55	65	10	130	101	60	113	46	0	81	4	19	96	89	335	214	42	83
gene4342	5	1	0	14	19	14	4	3	0	4	0	0	0	1	25	16	3	12
gene4343	1	9	0	1	3	0	0	1	3	2	0	1	0	2	1	3	1	1
gene4344	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	1	0	0
gene4345	0	2	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	5
gene4346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4347	80	55	2	74	128	60	85	30	3	20	0	8	21	43	86	84	39	42
gene4348	126	167	21	179	221	168	223	103	15	108	13	54	60	214	292	217	112	110
gene4349	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
gene435	2	0	0	2	6	2	4	0	0	0	1	0	2	1	12	1	11	11
gene4350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
gene4351	51	27	7	140	143	143	73	21	14	43	5	19	21	97	174	129	48	149
gene4352	15	4	1	24	33	19	31	8	6	14	0	2	10	9	29	13	3	7
gene4353	0	6	0	8	2	0	3	0	0	0	0	6	0	5	7	7	12	1
gene4354	6	3	0	20	21	12	10	8	0	3	0	0	0	18	11	10	7	13
gene4355	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	5
gene4356	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0
gene4357	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4358	10	7	0	8	11	4	4	1	0	2	0	0	2	4	21	18	6	10
gene4359	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
gene436	11	7	1	40	35	24	32	6	0	17	0	2	13	36	60	61	38	18
gene4360	2	0	0	8	0	3	0	0	0	1	0	2	1	15	1	7	3	1
gene4361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4362	46	52	1	49	78	47	23	11	0	26	0	7	27	17	56	56	32	36
gene4363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4364	6	12	4	20	15	7	8	9	0	3	1	3	3	26	15	18	9	5
gene4365	0	0	0	3	1	2	3	1	0	0	0	0	0	0	4	0	2	0
gene4366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4367	6	14	0	6	20	10	12	3	0	3	0	1	11	8	18	14	8	19
gene4368	133	259	33	143	125	107	208	71	3	137	19	27	140	98	383	280	57	96
gene4369	9	1	0	0	5	0	3	0	0	2	0	0	0	0	1	7	0	0
gene437	5	14	0	4	2	2	10	11	0	1	0	2	0	3	5	4	4	5
gene4370	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	4	1
gene4371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4372	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4373	34	47	8	29	28	16	50	8	2	14	1	8	6	5	25	53	19	9
gene4374	8	14	0	17	11	3	4	0	3	3	3	2	1	9	19	1	1	3
gene4375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4376	1	1	0	6	5	2	4	0	0	2	0	3	2	0	6	0	1	3
gene4377	50	167	13	137	25	56	104	51	2	75	18	9	6	26	109	100	17	40
gene4378	2	1	0	8	6	10	0	9	7	5	0	0	3	2	4	9	1	0
gene4379	67	100	12	136	140	103	128	40	7	47	8	19	45	128	209	184	75	72
gene438	0	0	0	0	0	3	0	0	0	0	0	2	0	4	0	0	0	0
gene4380	52	29	1	127	139	94	10	30	10	30	3	11	43	34	106	95	17	28
gene4381	0	2	0	5	5	2	0	0	0	0	0	2	3	1	2	0	11	0
gene4382	33	84	20	107	35	38	35	12	0	12	3	6	26	42	106	56	21	84
gene4383	1	0	0	6	0	0	0	2	0	3	0	0	0	0	0	0	0	0
gene4384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4385	19	12	4	28	27	40	21	7	0	14	5	6	13	52	58	42	28	19
gene4386	2	0	0	0	3	3	0	0	0	1	0	0	0	0	4	0	0	1
gene4387	11	15	1	11	10	6	5	4	1	4	1	7	14	21	13	15	5	16
gene4388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4389	5	1	0	3	2	2	1	0	0	1	0	0	0	0	4	0	1	1
gene439	0	4	0	3	1	3	4	0	0	0	0	1	0	0	0	1	0	0
gene4390	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gene4391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
gene4393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4394	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4395	3	0	0	1	2	0	0	0	0	0	0	0	0	0	5	0	0	12
gene4396	6	8	0	29	2	10	7	4	0	3	0	3	9	9	6	25	0	6
gene4397	0	1	0	16	1	2	2	4	0	2	5	1	4	15	35	12	6	15
gene4398	2	1	0	0	1	4	1	0	0	2	0	0	0	0	13	5	0	2
gene4399	78	49	10	154	151	106	93	40	15	65	5	42	52	74	281	196	120	105
gene44	1	0	0	10	3	1	1	0	0	2	0	1	0	0	11	2	0	0
gene440	10	1	0	4	5	0	0	0	2	0	0	3	3	0	12	2	0	3
gene4400	0	8	6	0	3	0	3	2	0	4	0	0	0	0	0	0	0	0
gene4401	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gene4402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4403	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
gene4404	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
gene4405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4406	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
gene4407	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene4408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4409	36	86	11	25	21	19	39	23	0	27	1	9	8	26	23	30	15	10
gene441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4410	0	1	0	1	1	0	2	0	0	3	0	0	0	0	2	0	0	1
gene4411	0	0	0	3	0	0	2	0	0	3	0	0	1	3	1	0	0	0
gene4412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
gene4413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4419	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene442	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4420	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	7	0	0
gene4421	0	1	0	0	0	0	0	3	0	0	4	0	0	0	2	1	0	5
gene4422	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
gene4423	0	6	0	8	2	0	1	11	0	1	0	0	0	5	16	0	0	2
gene4424	6	4	0	5	12	2	5	0	0	0	0	4	0	6	9	10	0	0
gene4425	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1
gene4426	107	194	28	140	62	39	276	86	8	192	1	35	180	34	256	205	30	78
gene4427	17	15	4	21	19	24	60	4	3	24	0	8	5	8	30	28	11	17
gene4428	17	15	0	25	22	19	23	11	1	9	1	5	0	24	16	50	22	31
gene4429	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
gene443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene4430	18	25	1	20	25	13	13	7	0	12	2	4	9	9	32	24	11	17
gene4431	3	4	0	4	4	9	4	5	0	1	3	0	0	1	3	3	4	12
gene4432	3	4	0	6	8	2	6	4	0	2	0	3	7	18	19	11	0	9
gene4433	1	0	0	0	3	1	1	0	0	0	0	0	10	6	5	1	3	1
gene4434	1	1	0	0	0	0	2	0	0	0	0	0	0	2	9	11	0	3
gene4435	2	0	0	5	22	6	0	0	0	0	0	0	0	2	2	2	1	2
gene4436	8	1	0	12	5	10	0	0	0	0	0	0	0	6	3	3	1	1
gene4437	1	7	0	6	0	2	0	0	2	4	0	0	0	7	0	7	0	0
gene4438	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0
gene4439	0	0	0	2	0	0	5	0	0	0	0	7	0	3	1	4	3	0
gene444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
